area,building_nature,num_bath_rooms,num_bed_rooms,price,property_description,property_url,purpose,city,locality,address,Lift-amenity,Generator-amenity,Gas Supply-amenity,Emergency Exit-amenity,Built-in Kitchen Cabinet-amenity,Reception Desk & Lobby-amenity,Tiled Floor-amenity,Dry Kitchen-amenity,Parking-amenity,Prayer Room-amenity,Cable TV Provision-amenity,Intercom-amenity,Filtered Water-amenity,Open Terrace-amenity,Electricity Supply-amenity,Air-Condition Provision-amenity,Fire Extinguisher-amenity
1873.0,Residential,4.0,0.0,29000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1873 sft area  it will definitely make home ownership a joyful experience for you. This is an Open bedroom  4 Bathrooms apartment is located in Mohammadpur. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1873-sft-apartment-for-sale-in-mohammadpur-flat-c2/,Sale,Dhaka,Mohammadpur,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
1680.0,Residential,3.0,3.0,17200000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1680 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balcony apartment is located in Shyamoli. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1680-sft-apartment-for-sale-in-shyamoli-1st-floor/,Sale,Dhaka,Shyamoli,,True,False,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False
1883.0,Residential,4.0,0.0,30000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1883 sft area  it will definitely make home ownership a joyful experience for you. This is an Open bedroom  4 Bathrooms apartment is located in Mohammadpur. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1883-sft-apartment-for-sale-in-mohammadpur-flat-d2/,Sale,Dhaka,Mohammadpur,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
2043.0,Commercial,0.0,0.0,52000000.0,If you are looking to purchase a commercial space for your business in one of the iconic commercial areas of Dhaka  Dhanmondi then we have the perfect space for you. This space is sized 2043 sqft. The building is equipped with all the modern commercial amenities such as a lift  escalator  industrial generator backup  etc. The building is situated in an area where it has access to thousands of people every day  making it a perfect place to set up your business. If you want to know more details  please call us at 16604.,https://btibrokeragebd.com/property/2043-sft-commercial-space-for-sale-in-dhanmondi-11th-floor/,Sale,Dhaka,Dhanmondi,,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True
1005.0,Residential,3.0,3.0,11700000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1005 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedroom  2 Bathrooms  and 2 balconies apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1005-sft-apartment-for-sale-in-dhanmondi-1st-floor/,Sale,Dhaka,Dhanmondi,,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True
960.0,Residential,2.0,2.0,5750000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 960 sft area  it will definitely make home ownership a joyful experience for you. This 2 bedrooms  2 bathrooms and 2 balcony apartment is located in Uttarkhan  Uttara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/960-sft-apartment-for-sale-in-uttarkhan-flat-q6/,Sale,Dhaka,Uttarkhan,,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True
1000.0,Residential,3.0,3.0,7500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a   area  it will definitely make home ownership a joyful experience for you. This   apartment is located in     . All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1000-sft-apartment-for-sale-in-uttara-flat-5a/,Sale,Dhaka,Uttara,,True,True,False,True,False,True,True,True,True,False,True,True,False,False,True,True,True
1312.0,Residential,2.0,3.0,15000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1312 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedroom  2 Bathrooms  and 3 balconies apartment are located at Dhanmondi. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants  etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1312-sft-apartment-for-sale-in-dhanmondi-11th-floor/,Sale,Dhaka,Dhanmondi,,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True
1414.0,Commercial,0.0,0.0,18500000.0,If you are looking to purchase a commercial space for your business in one of the iconic commercial areas of Dhaka  West Panthapath then we have the perfect space for you. This space is sized 1414 sqft. The building is equipped with all the modern commercial amenities such as a lift  escalator  industrial generator backup  etc. The building is situated in an area where it has access to thousands of people every day  making it a perfect place to set up your business. If you want to know more details  please call us at 16604.,https://btibrokeragebd.com/property/1414-sft-commercial-space-for-sale-in-west-panthapath-1st-floor/,Sale,Dhaka,,Panthapath,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True
2448.0,Residential,4.0,3.0,34000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2448 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  4 Bathrooms and 3 balconies apartment is located in Mohammadpur. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2448-sft-apartment-for-sale-in-mohammadpur-6th-floor/,Sale,Dhaka,Mohammadpur,,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1850.0,Residential,4.0,4.0,14275000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1850 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  4 Bathrooms and 3 balcony apartment is located in Bashundhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1850-sft-apartment-for-sale-in-bashundhara-1st-floor/,Sale,Dhaka,Bashundhara,,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
2700.0,Residential,5.0,4.0,43000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2700 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  5 bathrooms and 1 balcony apartment is located in Banani. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the five modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2700-sft-apartment-for-sale-in-banani-flat-b-4/,Sale,Dhaka,Banani,,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1137.0,Residential,4.0,3.0,11500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1137 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  4 Bathrooms and 1 balcony apartment is located in Lalmatia. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1137-sft-apartment-for-sale-in-lalmatia-flat-a6/,Sale,Dhaka,Lalmatia,,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1611.0,Residential,0.0,3.0,18500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1611 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms apartment is located in Banani. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1611-sft-apartment-for-sale-in-banani-flat-b-2/,Sale,Dhaka,Banani,,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
2580.0,Residential,0.0,4.0,30000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2580 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms apartment is located in Baridhara DOHS. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2580-sft-apartment-for-sale-in-baridhara-dohs-3rd-floor/,Sale,Dhaka,Baridhara,,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1400.0,Residential,3.0,3.0,10000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1400 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 bathrooms and 1 balcony apartment is located in Bashundhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1400-sft-apartment-for-sale-in-bashundhara-2nd-floor/,Sale,Dhaka,Bashundhara,,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,True,False
2100.0,Residential,5.0,4.0,23000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2100 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  5 Bathrooms and 3 balcony apartment is located in Bashundhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the five modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2100-sft-apartment-for-sale-in-bashundhara-3rd-floor/,Sale,Dhaka,Bashundhara,,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1137.0,Residential,4.0,3.0,11500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1137 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  4 Bathrooms and 1 balcony apartment is located in Lalmatia. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1137-sft-apartment-for-sale-in-lalmatia-flat-b6/,Sale,Dhaka,Lalmatia,,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
2260.0,Residential,5.0,3.0,34000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2260 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  5 bathrooms and 3 balcony apartment is located in Gulshan 2. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the five modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2260-sft-apartment-for-sale-in-gulshan-flat-b3/,Sale,Dhaka,Gulshan,,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1545.0,Residential,3.0,3.0,13500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1545 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 2 balcony apartment is located in Baridhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1545-sft-apartment-for-sale-in-baridhara-2nd-floor/,Sale,Dhaka,Baridhara,,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,True,False
8500.0,Commercial,0.0,0.0,1275000.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Tejgaon. It is offering spaces ready for rent on the 17th floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 8500 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/8500-sft-commercial-space-for-rent-in-tejgaon-17th-floor/,Rent,Dhaka,Tejgaon,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2131.0,Residential,0.0,3.0,29200000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2131 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms apartment is located in Banani. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2131-sft-apartment-for-sale-in-banani-flat-a-10/,Sale,Dhaka,Banani,,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
2600.0,Residential,5.0,4.0,44000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2600 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  5 bathrooms and 4 balcony apartment is located in Gulshan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the five modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2600-sft-apartment-for-sale-in-gulshan-2nd-floor/,Sale,Dhaka,Gulshan,,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
8500.0,Commercial,0.0,0.0,1275000.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Tejgaon. It is offering spaces ready for rent on the 16th floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 8500 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/8500-sft-commercial-space-for-rent-in-tejgaon-16th-floor/,Rent,Dhaka,Tejgaon,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2500.0,Residential,2.0,3.0,60000.0,Looking for an exclusive home to live in? We have an exclusive apartment in the one of the most prominent locations in Dhaka  Gulshan   the availability of all kinds of facilities is abundant. The 3 bedrooms and 2 bathrooms span over the 2500 sft apartment made for those who have a sophisticated taste. The location is perfect for relaxing in serenity. If you are looking for a flat for rent in Gulshan  call us at 16604.,https://btibrokeragebd.com/property/2500-sft-apartment-for-rent-in-cantonment-ground-floor/,Rent,Dhaka,Cantonment,,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True
1980.0,Residential,3.0,3.0,300000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1980 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balcony apartment is located in Lalmatia. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1980-sft-apartment-for-sale-in-lalmatia-flat-a-4/,Sale,Dhaka,Lalmatia,,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1775.0,Residential,4.0,3.0,22200000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1775 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  4 Bathrooms and 5 balcony apartment is located in Kalabagan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1775-sft-apartment-for-sale-in-kalabagan-flat-a-8/,Sale,Dhaka,Kalabagan,,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
2162.0,Residential,4.0,3.0,16000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2162 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  4 Bathrooms and 3 balcony apartment is located in Bashundhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the four modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2162-sft-apartment-for-sale-in-bashundhara-8th-floor/,Sale,Dhaka,Bashundhara,,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1350.0,Residential,3.0,3.0,14500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1350 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balcony apartment is located in Lalmatia. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1350-sft-apartment-for-sale-in-lalmatia-flat-1-b/,Sale,Dhaka,Lalmatia,,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
2600.0,Residential,3.0,4.0,13000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2600 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  3 Bathrooms and 3 balcony apartment is located in Dhaka Cantonment. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2600-sft-apartment-for-sale-in-cantonment-9th-floor/,Sale,Dhaka,Cantonment,,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True
1590.0,Residential,3.0,3.0,21500000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 1590 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  3 Bathrooms and 3 balcony apartment is located in Lalmatia. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/1590-sft-apartment-for-sale-in-lalmatia-flat-3b/,Sale,Dhaka,Lalmatia,,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
2512.0,Residential,3.0,3.0,29000000.0,,https://btibrokeragebd.com/property/2512-sft-apartment-for-sale-in-green-road-3rd-floor/,Sale,Dhaka,,Green Road,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True
2120.0,Residential,3.0,4.0,18000000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 2120 sft area  it will definitely make home ownership a joyful experience for you. This 4 bedrooms  3 Bathrooms and 2 balcony apartment is located in Bashundhara. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the three modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/2120-sft-apartment-for-sale-in-bashundhara-7th-floor/,Sale,Dhaka,Bashundhara,,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,True,False
1750.0,Residential,4.0,3.0,19000000.0,Looking for an exclusive home to live in? We have an exclusive apartment in one of the most prominent locations in Dhaka  New Eskaton  and the availability of all kinds of facilities is abundant. The 3 bedrooms and 4 bathrooms and 2 balconies spanning over the 1750 sft apartment are made for those who have sophisticated taste. The location is perfect for relaxing in serenity. If you want to know more details  please call us at 16604.,https://btibrokeragebd.com/property/1750-sft-apartment-for-sale-in-new-eskaton-1st-floor/,Sale,Dhaka,,New Eskaton,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False
850.0,Residential,2.0,3.0,4800000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 850 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  2 Bathrooms and 2 balconies apartment is located in Badda. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/850-sft-apartment-for-sale-in-badda-3rd-floor/,Sale,Dhaka,Badda,,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
785.0,Residential,2.0,3.0,4600000.0,Are you searching for a beautiful home to buy at one of the most upscale locations in town? This is exactly what you are looking for. With a 785 sft area  it will definitely make home ownership a joyful experience for you. This 3 bedrooms  2 Bathrooms and 1 balcony apartment is located in Lechu Bagan. All the rooms have ample space and will allow you to decorate your home according to your preference. Top-notch quality fittings and fixtures have been used for the two modernly designed bathrooms of this apartment. The apartment also allows the residents to have all the contemporary civic facilities such as cafes  restaurants etc. in the vicinity. So  if you want to know more about this apartment or want to visit it firsthand  we are just one phone call away. You can give us a call at 16604 or you can also send us a message.,https://btibrokeragebd.com/property/785-sft-apartment-for-sale-in-lechu-bagan-flat-c-5/,Sale,Dhaka,,Lechu Bagan,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False
2075.0,Commercial,0.0,0.0,50000.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Niketon! It is offering spaces ready for rent on the 4th floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 2075 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/2075-sft-commercial-space-for-rent-in-niketon-4th-floor/,Rent,Dhaka,,Niketon,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True
8500.0,Commercial,0.0,0.0,1275000.0,If you are looking for a commercial space for rent in one of the most upscale locations in Dhaka then you may take a look at this space at Tejgaon. It is offering spaces ready for rent on the 15th floor. The layout is open  functional  spacious and well ventilated. This commercial space provides 8500 sft and has expected monthly rent. The building also comes with amenities like security  fire protection system and adequate parking spaces to cater to the modern commercial space requirements. To know more details  contact us at your earliest!,https://btibrokeragebd.com/property/8500-sft-commercial-space-for-rent-in-tejgaon-15th-floor/,Rent,Dhaka,Tejgaon,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
