address,amenities,basic_info,description,price_negotiable,price_per_month,property_url,purpose,title,type
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  বাসা নাম্বার 34, ব্লক-বি, এভিনিউ 1 ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6372'}","আগস্ট-সেপ্টেম্বর হইতে ১রুম সাবলেট ভাড়া দাওয়া হবে, এক জন এর জন্য ভাড়া 5000 টাকা , মিরপুর আধুনিক মোর কালশি মেইন রোড, # আসবাবপত্র আনতে হবে না সব আছে, # নিরিবিলি পরিবেশ, # ২৪ ঘন্টা পানি, গ্যাস সুবিধা, # খাওয়া-দাওয়ার সুব্যবস্থা, # WiFi সুবিধা, # ফ্রীজের সুবিধা, বাসা নাম্বার 34, ব্লক-বি, এভিনিউ 1, পল্লবী মিরপুর, ব্যাচেলর  ",No,5000.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/6372/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  Mirpur-1 আনসার ক্যাম্প ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6373'}","ফ্যামিলি বাসায় সেপ্টেম্বর হইতে ১রুম সাবলেট ভাড়া দাওয়া হবে., এক জন বা দুইজন মেয়ে। , # নিরিবিলি পরিবেশ, # ২৪ ঘন্টা পানি, গ্যাস সুবিধা।, # WiFi সুবিধা, # ফ্রীজের সুবিধা, mirpur-1 আনসার ক্যাম্প।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mirpur/6373/sublet-room-tolet-from-september,Tolet,Sublet Room Tolet From September ,Sublet Room
" Area Name :    Mirpur  ,  District Name :   Dhaka  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  ৬০ ফিট, পাকা মসজিদ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6374'}","চলতি মাস ও আগামী সেপ্টেম্বর মাস থেকে ৩ রুমের ফ্লাটে ১ রুম সাথে এটাচ বাথ ভাড়া হবে। চাকুরীজিবী অগ্রাধিকার এবং অবশ্যই অধূমপায়ী হতে হবে। বাসা ভাড়া - ৪৭৫০ টাকা (সার্ভিস চার্জ আলাদা) , সার্ভিস চার্জ এর মধ্যে - গ্যাস বিল, পানি বিল, বিদ্যুৎ বিল, ময়লা বিল ও ইন্টারনেট বিল। এই বিল গুলো যা আসে তা সমান ভাবে ৩ রুমে ভাগ হয়। আমার নিজের ফ্রিজ আছে আশা করছি খাবার রাখা বা খাওয়াতে সমস্যা হবে না। নিচে বাইক পারকিং এর ব্যাবস্থা আছে তার জন্য আলাদা চার্জ দিতে হবে না। , ৬০ ফিট, পাকা মসজিদ, মিরপুর, ম্যাপ লিংক - https://maps.app.goo.gl/DpStsQSXDKDhFXAa6 , বিঃদ্রঃ ফ্ল্যাট ভাড়ার উপর নির্ধারণ করে রুমের ভাড়া সমন্বয় করা। ধন্যবাদ  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mirpur/6374/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Barisal Sadar  ,  District Name :   Barisal  Area Name :    Barisal Sadar  ,  District Name :   Barisal  ,  Short Address :  কলেজ এভিনিউ, রূপসী লেন ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6375'}","টাইলসকৃত ফ্লাট বাসায় বেলকনিসহ সেপারেট রুমে একটা সিট খালি আছে.. (সেপ্টেম্বর থেকে) , রুমে শুধু ২ জন.., বাসা ৪র্থ তলায়.., ডাইনিং এর ব্যাবস্থা নেই.., ভাড়াঃ১৫০০ পানি বিল সহ.., লোকেশনঃ কলেজ এভিনিউ, রূপসী লেন ( টিটিসি লেন দিয়েও আসা যায়..), মেইন রোড দিয়ে ৩-৪ মিনিট লাগে  ",No,1500.00/- BDT ,https://www.thetolet.com/en/barisal/barisal-sadar/6375/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Barisal Sadar  ,  District Name :   Barisal  Area Name :    Barisal Sadar  ,  District Name :   Barisal  ,  Short Address :  পপুলার ডায়াগনস্টিক বাংলাবাজারের পাশের গলি ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6376'}","পপুলার ডায়াগনস্টিক বাংলাবাজারের পাশের গলিতে ডাইনিং এ একটি সিট খালি আছে।, সেপ্টেম্বর মাস থেকে উঠা যাবে।, >ডাইনিং চালু আছে।, >ওয়াইফাই আছে।, >ফ্রিজ আছে।, >বড় রুমের স্পেস, টাইলস করা।, ভাড়া :1200  ",No,1200.00/- BDT ,https://www.thetolet.com/en/barisal/barisal-sadar/6376/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Barisal Sadar  ,  District Name :   Barisal  Area Name :    Barisal Sadar  ,  District Name :   Barisal  ,  Short Address :  রুপাতলি হাউজিং ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6377'}",সাবলেট ভাড়া দেয়া হবে। রুপাতলি হাউজিং। ফ্যামিলি বাসায় সাবলেট হবে। মেয়েদের জন্য। একজন মেয়ের জন্য। খাওয়ার সু ব্যাবস্থা আছে।। নিজের মত করে থাকতে পারবে। নিরিবিলি পরিবেশ।  ,Yes,Negotiable ,https://www.thetolet.com/en/barisal/barisal-sadar/6377/sublet-room-tolet-from-september,Tolet,Sublet Room Tolet From September ,Sublet Room
" Area Name :    Barisal Sadar  ,  District Name :   Barisal  Area Name :    Barisal Sadar  ,  District Name :   Barisal  ,  Short Address :  বগুড়া রোড, মুন্সিগ্রেজ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6378'}","অফিস/শো রুম ভাড়া দেয়া হবে।, পুরোটা এক জনকে দিতে চাই।, ৮০০০+৮০০=১৬০০ স্কয়ার ফিট, অগ্রিম ৮০০০০০, ভারা আলোচনা সাপেক্ষে , ডেভেলপমেন্ট হিসেবে দিতে পারি।, বগুড়া রোড, মুন্সিগ্রেজ, বরিশাল।  ",Yes,Negotiable ,https://www.thetolet.com/en/barisal/barisal-sadar/6378/office-space-tolet-from-september,Tolet,Office Space Tolet From September ,Office Space
" Area Name :    Farmgate  ,  District Name :   Dhaka  Area Name :    Farmgate  ,  District Name :   Dhaka  ,  Short Address :  কাঁঠাল বাগান বাজার, পান্তপথ ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6380'}","কাঁঠাল বাগান বাজার, পান্তপথ , গ্রিন রোড এ..., চলিত অথবা আগস্ট মাস থেকে ১টি সিট ভাড়া হবে , ছাত্র ও পরীক্ষার্থী অব্যশক।, ফুল টাইলস করা (২ সিট এর রুমে ) , এটাস বার্থরুম, বেলকনি আছে ও মনোরম পড়ার মত পরিবেশ। গ্যাস, পানি, বিদ্যুৎ, ওয়াইফাই, ও রান্নার বুয়ার ব্যবস্তা আছে ।, ভাড়া ঃ ৪৫০০ টাকা (১ সিটের)  ",No,4500.00/- BDT ,https://www.thetolet.com/en/dhaka/farmgate/6380/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Barisal Sadar  ,  District Name :   Barisal  Area Name :    Barisal Sadar  ,  District Name :   Barisal  ,  Short Address :  কাঠপট্টি, সদর রোড ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6381'}","TO LET, ৩য় তলা ভাড়া হবে...., লোকেশনঃ কাঠপট্টি,,সদর রোড থেকে ডুকতেই হাতের বাম পাসে ২য় বিল্ডিং এর ৩য় তালা,,, গোডাউন,, অফিস,,কারখানা,দোকান, কোনো শিক্ষক চাইলে পড়াতেও পারবে...এর জন্য ভাড়া দেওয়া হবে  ",Yes,Negotiable ,https://www.thetolet.com/en/barisal/barisal-sadar/6381/office-space-tolet-from-september,Tolet,Office Space Tolet From September ,Office Space
" Area Name :    Farmgate  ,  District Name :   Dhaka  Area Name :    Farmgate  ,  District Name :   Dhaka  ,  Short Address :  পূর্ব রাজা বাজার, ফার্মগেট ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6382'}","রুম মেট চাই - ফার্মগেট , অক্টোবর থেকে ২ জনের রুমে ১ টি সিট ভাড়া হবে। সুন্দর মনোরম পরিবেশে। , এটাস্ট বাথরুম আছে। ছাদ ব্যবহারের সুযোগ আছে। , ব্যাংকে চাকুরীজীবি অগ্রাধিকার পাবেন। বর্তমানে একজন ব্যাংকার আছেন।, লোকেশনঃ পূর্ব রাজা বাজার, ফার্মগেট, বাংলা মটর, কাওরানবাজার, পান্থপথ, ফার্মগেটের নিকটেই।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/farmgate/6382/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Farmgate  ,  District Name :   Dhaka  Area Name :    Farmgate  ,  District Name :   Dhaka  ,  Short Address :  পূর্ব রাজাবাজার মসজিদের পাশে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6383'}","Girl's flat, আসসালামু ওয়ালাইকুম , [ এপার্টমেন্টে সেপ্টেম্বর ২০২২ হতে মাস্টার বেডে এটাচ বাথ ও বারান্দাসহ ৩ জনের বড় রুমে ১টি সিট], এবং,, কমন বাথ ও বারান্দাসহ ২ জনের বড় রুমে জানালার পাশে ১ সিট ভাড়া হবে। , [ভাড়া আলোচনা সাপেক্ষে ], ঠিকানাঃ ফার্মগেট পূর্ব রাজাবাজার মসজিদ পাশে বা পান্থপথ শমরীতা হসপিটাল সাথে (উপযুক্ত স্থান থেকে কয়েকটা জায়গায় যাতায়াত খুব সহজলভ্য), মেসেজে সব ক্লিয়ার করা যায়না বেশ সময়ের ও ব্যাপার। , যে সুবিধাগুলো থাকছে........ , # বুয়া , # ওয়াইফাই , #ফিল্টারে পানির ব্যবস্থা, #হাই সিকিউরিটি সম্পূর্ণ বাসা সিসি ক্যামেরার আওতাধীন। , #lift, #গ্যাস, #24 ঘন্টা বিদ্যুৎ, #ফ্রিজ, #পড়াশুনার উপযুক্ত পরিবেশ।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/farmgate/6383/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Karwan Bazar  ,  District Name :   Dhaka  Area Name :    Karwan Bazar  ,  District Name :   Dhaka  ,  Short Address :  Basundhara City Shopping Complex Er Pichoner Gate ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6384'}","Drawing dinning room vara hobe. , Dui room a duijon thaki, dining space a 1 jon nibo, from September , *6th floor lift nei, *location : Basundhara city Shopping complex er pichoner gate, For job holders/University students  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/karwan-bazar/6384/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  ,  Short Address :  লোকেশন: ফকিরপাড়া, ইসলামি ব্যাংকের পার্শ্বে , বাতেন খাঁ মোড়, চাঁপাইনবাবগঞ্জ। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6385'}","""ওরা চারজন মেস"" এ সিট খালি আছে! , অল্প টাকায়, নিরিবিলি, শান্ত পরিবেশে কিছু সংখ্যক সিট ফাঁকা আছে। , , ডবল বেডঃ ৫০০ টাকা , সিঙ্গেল রুমঃ ৭০০ টাকা  ",No,Negotiable ,https://www.thetolet.com/en/nawabganj/nawabganj-sadar/6385/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  ,  Short Address :  স্থান: উপর রাজারামপুর মোড় (আঞ্চলিক পাসপোর্ট অফিস সংলগ্ন), সদর। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6387'}",সম্পূর্ণ টাইলসকৃত একটি বড় সিঙ্গেল রুম ভাড়া দেওয়া হবে।  ,No,Negotiable ,https://www.thetolet.com/en/nawabganj/nawabganj-sadar/6387/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  ,  Short Address :  ঠিকানাঃ সদর হাসপাতাল মোড়। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6388'}","সদর হাসপাতাল মোড় এর পাশে বাসা ভাড়া দেয়া হবে।। , , ১রুম,এটার্চ বাথরুম, কিচেন।  ",No,Negotiable ,https://www.thetolet.com/en/nawabganj/nawabganj-sadar/6388/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  ,  Short Address :  স্থানঃ বেলেপুকুর, সদর। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6389'}","ব্যাচেলার মেয়ে বা ছাত্রীদের জন্য রুম ভাড়া দেওয়া হবে। , ,  ",No,Negotiable ,https://www.thetolet.com/en/nawabganj/nawabganj-sadar/6389/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  Area Name :    Nawabganj Sadar  ,  District Name :   Nawabganj  ,  Short Address :  ঠিকানাঃ বাতেন খাঁ- র মোড়,ইসলামী ব্যাংকের পশ্চিমে,১২৯/৬ মা- ভিলা, মহানন্দা আবাসিক। ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6390'}","বাতেন খাঁ- র মোড়,ইসলামী ব্যাংকের পশ্চিমে,১২৯/৬ মা- ভিলা, মহানন্দা আবাসিক।  ",No,Negotiable ,https://www.thetolet.com/en/nawabganj/nawabganj-sadar/6390/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Sector No :   ,   Road No :   ,  House No :   ,  Area Name :    Boalia  ,  District Name :   Rajshahi  Sector No :   ,   Road No :   ,  House No :   ,  Area Name :    Boalia  ,  District Name :   Rajshahi  ,  Short Address :  সাহেব বাজার, মনিচত্বর, ফুড ফেয়ারের পিছনে ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '2', 'Size': 'SqFt', 'PropertyID': '6393'}","হিন্দু ধর্মের ভাড়াটিয়া চাই, , সাহেব বাজার ফুড ফেয়ারের পিছনের গলিতে একই বাড়ির ২ ও ৩ তলা(২ রুম,ডাইনিং, রান্নাঘর, বাথরুম, বেলকুনি,আলাদা মিটার,খাবার জলের সুবিধা, নিরাপত্তা ব্যবস্থা) ভাড়া হবে। ভাড়া ৮০০০৳ ও ৭০০০৳।  ",No,8000.00/- BDT ,https://www.thetolet.com/en/rajshahi/boalia/6393/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  বাসার ঠিকানা: কাচারীপাড়া, জিসিআই স্কুলের উল্টাপাশে। ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6394'}","পাবনা শহরে কাচারীপাড়াতে বাসা ভাড়া হবে ৷, , ? তিনতলা বাসার দ্বিতীয় তলায় (১২০০ স্কয়ার ফিট), ✅ ২টি বেডরুম , ✅ ১টি ড্রয়িং রুম, ✅ ১টি ডাইনিং রুম, ✅ ১টি কিচেন , ✅ ২টি বাথরুম , ✅ ২টি বারান্দা, ✅ গ্যাস এবং সাবমার্সিবলের পানির সুবিধা  ",No,Negotiable ,https://www.thetolet.com/en/pabna/pabna-sadar/6394/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  বাসার ঠিকানা - আকমল নিবাস শালগাড়িয়া, মাঠপাড়া নতুন বাসা Unit- A ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6395'}","To Let- /বাসা ভাড়া দেওয়া হইবে - ( ২টি ফ্লাট) , ২ তলা - ২ বেড ড্রয়িং, ডাইনিং, িকচেন ২ বাথরুম ১ বারান্দা , Unit- B, ২ তলা - ১ বেড ড্রয়িং, ডাইনিং, িকচেন ১ বাথরুম ১ বারান্দা  ",No,Negotiable ,https://www.thetolet.com/en/pabna/pabna-sadar/6395/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  লোকেশনঃ বাংলাক্লিনিক, বি আর টিসি,টার্মিনাল এর দিকে। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6396'}","আসসালামু আলাইকুম, , বাসা ভাড়া দেয়া হবে।, , ১ রুম, বারান্দা, বাথরুম, রান্নাঘর।, ধন্যবাদ।  ",No,Negotiable ,https://www.thetolet.com/en/pabna/pabna-sadar/6396/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  বাসার ঠিকানা: পুরাতন বাশঁ বাজার মসজিদের সামনে ( মহিষেরডিপু, দক্ষিণ রাঘবপুর ) পাবনা ৷ ",,"{'Bedrooms': '3', 'Bathrooms': '2', 'PropertyID': '6398'}","আসসালামু আলাইকুম... , , ....বাসা ভাড়া হবে..... , , পাবনা শহরে পুরাতন বাশঁ বাজার মসজিদ , ( মহিষেরডিপু, দক্ষিণ রাঘবপুর) ৷ , , পর্যাপ্ত আলো-বাতাস সমৃদ্ধ, আধুনিক, রুচিসম্মত, নিরিবিলি ও মনোরম পরিবেশ ৷ , , সম্পূর্ণ নতুন ফ্ল্যাট, পাঁচ তলা বিল্ডিং , , •••• নিচ তলায় ••••• , , # ২ টি বেডরুম , # ১টি ডাইনিং রুম, # ১টি কিচেন রুম, # ১ টি বাথরুম , # ১টি বারান্দা, # পার্কিং সুবিধা, # নিজস্ব সাবমার্সিবলের পানির সুবিধা, # সিলিন্ডার গ্যাস ব্যবহার করতে হবে,, # প্রতি ইউনিট আলাদা মিটার , , .....ভাড়া ৬০০০ টাকা, বিল আলাদা...., , দ্বিতীয় তলা থেকে ২ ইউনিট, (১১০০ স্কয়ার ফিট প্রতি ইউনিট) , , # ৩টি বেডরুম , # ১টি ড্রয়িং রুম, # ১টি ডাইনিং রুম, # ১টি কিচেন রুম, # ২ টি বাথরুম , # ৩ টি বারান্দা, # পার্কিং সুবিধা, # নিজস্ব সাবমার্সিবলের পানির সুবিধা, # সিলিন্ডার গ্যাস ব্যবহার করতে হবে,, # প্রতি ইউনিট আলাদা মিটার  ",No,10000.00/- BDT ,https://www.thetolet.com/en/pabna/pabna-sadar/6398/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Dinajpur Sadar  ,  District Name :   Dinajpur  Area Name :    Dinajpur Sadar  ,  District Name :   Dinajpur  ,  Short Address :  ঠিকানাঃ কালুর মোড়। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6400'}",ছাত্র /চাকুরীজিবী ব্যাচেলর এর জন্য ফ্লৃাট বাসায় ১ সিট ফাকা আছে।  ,No,Negotiable ,https://www.thetolet.com/en/dinajpur/dinajpur-sadar/6400/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Dinajpur Sadar  ,  District Name :   Dinajpur  Area Name :    Dinajpur Sadar  ,  District Name :   Dinajpur  ,  Short Address :  ঠিকানাঃ সুইহারী ঈদগাহ মাঠের উত্তর পাশে, সদর, দিনাজপুর। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6401'}",মুক্তা ছাত্রীনিবাসে সিট খালি আছে।  ,No,Negotiable ,https://www.thetolet.com/en/dinajpur/dinajpur-sadar/6401/bachelor-house-tolet-from-september,Tolet,Bachelor House Tolet From September ,Bachelor House
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  ঠিকানা - রাফসা টাওয়ার, রোড নং- ১০, ব্লক গ, মনসুরাবাদ , আরিফপুর , পাবনা। ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6403'}","আগামী সেপ্টেম্বর /২০২২ ইং থেকে ভাড়া হবে। , ©© শুধুমাত্র ফ্যামিলি , ©© নতুন ২ টি ফ্ল্যাট বাসা ২য় তলায় আলাদা আলাদা ভাড়া হবে। , ©© বাসার ধরন - ১২০০ Sft , * ৩টা বেডরুম এর সাথে ৩টি বেলকুনি , * ৩টা বাথরুম ( ২ এটাস্ট + ১ কমন) , * ১টা কিচেন, * ডাইনিং + ড্র‍্যয়িইং , , ©© বাসার সব এক্সেসরিজ - সব নতুন মানের অত্যাধুনিক ফিটিংস এবং খোলামেলা পরিবেশ। , গেরেজ এ-র সুবিধা আছে।  ",No,Negotiable ,https://www.thetolet.com/en/pabna/pabna-sadar/6403/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  Raz Palace Anonto Bazar Pabna Sadar. ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'PropertyID': '6404'}","Assalamolaikum everyone. , To-let , Family- student- Employee , Call for further details or inbox me., Thank you.  ",No,Negotiable ,https://www.thetolet.com/en/pabna/pabna-sadar/6404/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  স্থান : হাসান ম্যানশন, টি-পি রোড (বাইলেন), শালগাড়িয়া ",,"{'Bedrooms': '3', 'Bathrooms': '2', 'PropertyID': '6405'}","#রিপোষ্ট, বাসা ফাঁকা আছে, চলতি মাস থেকেই উঠতে পারবেন। , চেনার উপায়: হালিমা ক্লিনিক এর পাশের গলি, রেনেসা পাঠাগারের গলি বা আশা এনজিও অফিসের গলি নামেও অনেকে চেনে। , বাসার বিবরণ :, ফ্লাট ১:, ৩ রুম + ড্রইং & ডাইনিং। ২ টা ওয়াশরুম ( ১ টা কমন, ১ টা মাস্টার বেডের সাথে), বড় রান্নাঘর (২ চুলার গ্যাস সংযোগ সহ)। ১ টা বারান্দা। , ৩ তালা বাসার নিচতালা ভাড়া হবে। পানির জন্য আছে সাবমার্সিবল লাইন। , বাসা ভাড়া ৭৫০০/=, গ্যাস ২ চুলা ১০৮০/= (সরকারি রেট), পানির বিল ২০০/=, পৌরসভার সুইপার বিল ২৫/=, বিদ্যুৎ বিল : প্রতি ফ্লাটের জন্য আলাদা মিটার। মিটারে যতটুকু বিল তুলবেন তাই দিবেন। , ।, ।, # বাসার সামনে মেয়েদের জন্য হাঁটার ব্যবস্থা আছে। কোন সমস্যা হবে না। , # খোলামেলা পরিবেশ। , # ২৪ ঘন্টা পানির ব্যবস্থা ( পানি না থাকলেই পানির মেশিন ছাড়া হয়) , # এই একটি ফ্লাটই খালি আছে আপাতত। ছোট বা বড় কোন বাসা খালি নাই। , #পানি-বিদ্যুৎ বা গ্যাস বিল কম করা যাবে না, বাড়িভাড়া কথা বলা সাপেক্ষে সামান্য কম করা যাবে। , # বাসা এসে দেখে যাবেন, ছবি তুলে বাসার পরিবেশ বুঝানো যায় না।  ",No,Negotiable ,https://www.thetolet.com/en/pabna/pabna-sadar/6405/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  ঠিকানাঃ আর.এম.একাডমী রোড,রাধানগর, পাবনা। ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6406'}","?১৫০০ স্কোয়ার ফিট জায়গা বিশিষ্ট ক্রসিং সেন্টার ভাড়া দেওয়া হবে।,  ",No,Negotiable ,https://www.thetolet.com/en/pabna/pabna-sadar/6406/office-space-tolet-from-september,Tolet,Office Space Tolet From September ,Office Space
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  ঠিকানাঃ লাইব্রেরি বাজার শিক্ষা অফিসের সাথে। ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '6407'}",এক বেড রুমের ফ্লাট Wifi.cctv.সহ সহ সব সুবিধা আছে।  ,No,Negotiable ,https://www.thetolet.com/en/pabna/pabna-sadar/6407/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
" Area Name :    Pabna Sadar  ,  District Name :   Pabna  Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  ঠিকানা - ডাকবাংলো মোর, নারায়ানপুর, পাবনা। ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6408'}","#রিপোস্ট , আগস্ট ২০২২ ®® ছোট ফ্যামিলি, ©© নতুন ফ্ল্যাট ভাড়া হবে , ©© নীচতলা ‌‌‌  ",No,5000.00/- BDT ,https://www.thetolet.com/en/pabna/pabna-sadar/6408/family-house-tolet-from-september,Tolet,Family House Tolet From September ,Family House
"  Area Name :    Pabna Sadar  ,  District Name :   Pabna   Area Name :    Pabna Sadar  ,  District Name :   Pabna  ,  Short Address :  স্থানঃ কফিলউদ্দিন পাড়া। ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '6410'}","বাসা ভাড়া দেওয়া হবে।, ৩ তলায় , ২টা বেড রুম,কিচেন,১টা বাথরুম, , গ্যাস ও ওয়াইফাই এর সুব্যবস্থা আছে,  ",No,Negotiable ,https://www.thetolet.com/en/pabna/pabna-sadar/6410/family-house-tolet-from-august,Tolet,Family House Tolet From August ,Family House
