Location,num_bath_rooms,num_bed_rooms,area,property_description,building_type,property_type,price,AD URL,City,Area,Address,Cable TV-amenity,Microwave-amenity,Grill-amenity,Pool-amenity,Dishwasher-amenity,null-amenity,Air conditioning-amenity,Computer-amenity,Parking-amenity,Internet-amenity,Heating-amenity,Balcony-amenity,Lift-amenity
 Dhaka ,3.0,3.0,1400.0,"Occasionally used 1400 sft. Single unit flat @ 4th floor of 7 storied building to be sold urgently @ block-G, Bashundhara R/A. The apartment consists of 3 bedroom, living, dining, 3 bathroom, kitchen, 2 verandah etc.",Sale,Residential,9000000.0,https://www.estatemartbd.com/property/139/en/shikder_paradise,Dhaka,,,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes
 Dhaka south ,0.0,0.0,1260.0,,Sale,Residential,1250000.0,https://www.estatemartbd.com/property/156/en/noor_land_and_home_development_ltd,,, Dhaka South ,No,No,No,No,No,Yes,No,No,No,No,No,No,No
" Mohammadpur, Dhaka ",3.0,3.0,1265.0,"Please Contact the number below for further information:Liberty Homes Ltd.01620202027 Project Name: Liberty Golden ShowerProject Address: Plot# 36, Road#1/C, Block#A, Dhaka Uddyan, Mohammadpur, Dhaka(Walking distance from Mohammadpur Beribad.)9 Storied Building (G+8)2 Unit Each FloorFlat Size: 1265 sft EachType: A & B3 Bed, 3 Bath, 2 Veranda, Drawing, Dining & Kitchen Facilities:Lift: 01Generator & SubstationCar Parking: Ground FloorIntercomElectricity, Water Supply & Gas (Cylinder) available.Installment Facilities are also available.Price is fixed ...Please Contact us for more Detail:Company Name: Liberty Homes Ltd.Company Address: Plot#11 ( 1st Floor), Road#2, Block#B, Dhaka Uddan, Mohammadpur, Dhaka-1207",Sale,Residential,4554000.0,https://www.estatemartbd.com/property/197/en/100_ready_1265_sqft_flat_at_dhaka_uddyan_mohammadpur_dhaka,Dhaka,Mohammadpur,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes
" Savar, Dhaka ",3.0,3.0,1200.0,"Please Contact the number below for further information:A.K. Developments Ltd.0170852080701708520805 Project at a Glance:Project Name: Neel KunjoProject : House:19, Road:10, Shugondha Housing Alomnagar, Hemayetpur, Savar, Dhaka.Plot Size : 3.5 Katha.Type of Building : Fully Residential.Apartment Per Floor : Double Unit.Total Apartment : 14 Nos.Apartment Size : 1200 sft.Facilities:* 3 Bed.* 3 Bathroom.* 3 Veranda.* Living Room* Family Living.* Dining.* Kitchen.* High Speed Lift.* Green Environment.* Best Architecture.* Standby Generator.* PABX Connection.* Solar Panel.* Receiption.* Guard Room.* Driver Waiting Room.* Plantation.* Cloth Drying Area at Roof Top.* Decorative Main Gate.* Installment Facility.* As well as all common facilities.*Call for Visit project & more information...",Sale,Residential,3700000.0,https://www.estatemartbd.com/property/198/en/almost_ready_1200_sqft_flat_with_3_bed_and_3_bath_at_hemayetpur_savar_ra,Dhaka,Savar,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes
" Banasree, Dhaka ",0.0,0.0,1240.0,"মাত্র ১৬,৬০,০০০/=টাকায় ৩২ কাঠা  জমির ১০৪ এর ১ অংশ সাব কবলা রেজিষ্ট্রেশন করে আপনার১২৪০ বর্গফুটের  ফ্লাটটি নিশ্চিত করুন। দক্ষীন বনশ্রী, মেরাদিয়া বাজারের খুবই কাছে তিনশ ফুট রাস্তার এক প্লট পরে, জমির পরিমান ঃ ৩৪ কাঠা (৩২কাঠা) কাগজে।বিল্ডিং সংখ্যা ঃ তিনটি ( টাওয়ার)১৪ তলামোট ফ্লাট সংখ্যা ঃ ২০৮টিমোট শেয়ার সংখ্যা ঃ ১০৪টিশেয়ার মূল্য  ঃ ১৬,৬০,০০০/=(সর্বসাকুল্যে) বুকিং ঃ যে টাকা দিবেন, আমাদের লিঃ কোংমানি রিসিপ নিবেন।জমি রেজিস্ট্রেশন ঃ মার্চ ২০২২।এ-ই শেয়ার রেজিস্ট্রির ১৫ দিন আগে ২১/২২ লাখ উঠে যাইবে। সুতারং আজই বুকিং দেন।আমরা ২০ কাঠার ৬০টি শেয়ার ২৮দিনে রেজিস্ট্রেশন করে যারা আগ্রহী ছিলেন তাদের জন্য আবার এইজমিটি নিয়েছি।জমি রেজিষ্ট্রেশন, বাউন্ডারি, পানির ওয়াসা লাইন,ইলেকট্রিক লাইন, মিটার, অফিসে আসবাবপত্র,এসি, মার্চ২০২২ স্টাপ দের বেতন সব সহ খরচ ১৬,৬০,০০০/=(ষোল লক্ষ ষাট) হাজার টাকা।যোগাযোগ ঃ01613-112280এমডি. জোসেফ পরিচালক ও সিইওনূর ল্যান্ড এন্ড হোম ডেভেলপমেন্ট লিঃবনশ্রী। ঢাকা।",Sale,Residential,1660000.0,https://www.estatemartbd.com/property/207/en,Dhaka,Banasree,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,0.0,0.0,5400.0,"Please Contact the number below for further information.Purbachal Estate Agency.01711482191 7.5 Katha plot Ready for Sale in RAJUK purbachal at Sector 8, Road 108B. East facing, Nearby Commercial area, Mosque, School, Playground, lake, nursery & other facilities. Category- Probashi. For more information, please contact us. RegardsPurbachal Estate AgencyOffice: Flat- 1B, House- 1/A, Road- 1/B, Nikunja 2, Dhaka.",Sale,Residential,48000000.0,https://www.estatemartbd.com/property/41/en/75_katha_land_for_sale_near_100ft_road,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,3.0,3.0,1200.0,"Please Contact the number below for further information:Md.Rubel Haque01775133269 Description : South facing, 5.17 KathaARB Homes Ltd.Flat Location :1160,East Mirpur, DhakaFlat Size: 1200sft3 Bed Room, 3 Bath,3 Balconies,Drawing & Dining..Available> Electricity, Water , Gas> Lift.....",Sale,Residential,5500000.0,https://www.estatemartbd.com/property/39/en/1200_sft_ready_apartments_sale_at_monipur,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,2.0,3.0,1030.0,Please Contact the number below for further information.Arafat Developers & Builder01888108884 plot size:15.75 katha.Building Height 8 storied (G+7)Lift: 8 Person.Generator: Full Backup,Sale,Residential,4800000.0,https://www.estatemartbd.com/property/42/en/100_ready_apartment_sale_in_mirpur_2,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,4.0,4.0,1640.0,"Please Contact the number below for further information.Assort Properties Ltd.01988806471 THREE SIDE ROAD: SOUTH+ EAST + WESTHouse-137/10/A, Modhubazar , West Dhanmondi, Dhaka-1209.Beds:4Baths:4Ver04DrawingDinningKitchenSize:1640 sqftDescriptionHand Over: June-2022Project Status : OngoingHeight : 07(G+6) Storied BuildingLocation : Near Star Kabab & abhani math in Sat masjid road .Project Address : Plot-137/10/A, Modhubazar, West Dhanmondi, Dhaka-1209.1 Lift, Auto Generator, Ground Floor Car parking, Electricity & Water are available this project.PROJECT DETAILS :Project Name : Assort Sultana Manoor.Unit: 1 Unit per floorFacing : South, East & West three side roadAny informationSakil AhmedMarketing Executive",Sale,Residential,9000000.0,https://www.estatemartbd.com/property/43/en/1640_sft_flat_for_sale_at_west_dhanmondi,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1275.0,"Please Contact the number below for further information. Md. Mahabubul Islam0169025452501711908194 Project Name:- Mustakim Mahal@ Madani Avenue, Baridhara, Dhaka.Project Address:- House - 32 , Block - B, Ward - 40, Solmaid School Road, Baridhara,Vatara, DhakaFlat Size :- 1275 sftBuilding Height : 9- StoriedBuilding Type :- ResidentialFront Road :- 30 Feet, East - FacingGround Floor : Car ParkingIn 1275 Sft Apartments :- Drawing, Dining, 3 Bed, 3 Toilet, 4 Varanda & KitchenProject Status : 6th (Sixth) Slab Construction Work Running.Available Facilities :- Lift, Generator ,Gas, Electricity, Water and other utilitiesWater Pumps & Reservoir:- Good quality water pumps.Developer Name : Creative Planning & Developments Ltd.Website - cpdlbd.comProject Location is very near to U.S.A Embassy & progoti shoroni main road . ½ ( half) K.M plus distance from U.S.A Embassy.Design of the Project: The design has maximized advantages, especially in context of daylight, outside view & cross ventilation. The apartment will bring the coziness of winter sunlight & comfort of summer breeze under a single roof to ensure comfort, elegance and durability.You can easily communicate with all parts of Dhaka City from our project. Due to rapid growth the place has become important for the people of Middle & Upper class. It is also very near to Baridhara, Gulshan-1 & Gulshan-2.Organization & Instituation near to our project** Educational Institution:- Manarat Int. School & College, Viquarunnessa Noon School & College, Oxford int. School, Hurdco Int. School, ISD School & College, Cambrian School & Collage, South Point School & College, Badda Alatunnessa School & College, North-South University, American Int. School & College, Independent University, East-West University** Hospitals:- Apollo Hospital, Maa O Shisu Hospital, United Hospital, Badda General Hospital, Ibne Sina Hospital, Lab Aid Hospital, Sikder Medical, Sahabuddin Medical, Uposhom Hospital & Dogma Diagnostic Centre.** Shopping mall:- Subastu Nazarvally Market, Jamuna Future Park, Pink City, Holland Centre, Confidence Centre, Banani Super Market, Lutfun Tower, Gulshan DIT Market.** Foreign Mission:- USA Embassy, Saudi Embassy, Japani Embassy, Turky Embassy, Thai Embasy, UAE Embasy, German Embasy, Canadian Embasy, Nepal Embassy, Indian Embasy etc.** Facilities:- Vatara Thana, Natun Bazer Fair Service, Wasa, Desco,Titas etcWe sincerely and strongly believe that the customer’s satisfaction is our satisfaction. For more details without any hesitation please contact us.",Sale,Residential,5600000.0,https://www.estatemartbd.com/property/46/en/1275_sft_impressive_flat_for_sale,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1581.0,"Please Contact the number below for further information.Kazi Mosaddeq Ali01716636032 The project ""Assure Lora"" is being developed on my land in a prime location in Bashundhara by one of the most prestigious real estate developers in Bangladesh. It is a complete residential building with modern facilities and a lots of greenery. The property is only one-minute walk from Viqarunnisa Noon School and an excellent choice for the parents. The floor plan comes with 3 bedrooms, 3 bathrooms (2 attached), 2 balconies, 1 living room, 1 dining room, 1 family living, 1 kitchen with balcony and 1 maid's toilet. In addition, the rooftop has two seating areas with community room and cloth drying area. The ground floor offers a wide drive way with 6 parking spots, reception, guard room and plenty of plantations all around. Total number of floors: Ground + 6 living floor. This advertisement is for the 6th floor (top floor). Estimated time of project completion is Nov'21. Come and see the project status for yourself! Asking price BDT 6,700/sqft excluding parking spot and utilities. Price is negotiable for genuine buyers.",Sale,Residential,10600000.0,https://www.estatemartbd.com/property/47/en/apartment_at_prime_location_for_sale,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,0.0,0.0,7920.0,"???? Plot Area: Block-M???? Plot serial# 1500???? Plot Size: 6+5 = 11 Katha???? Plot Facing: South-East-North-West Facing and exclusive location.???? 4 side corner plot???? Front: East Road: 200, South Road: 50, North Road: 25 & West Road: 25???? Less than 5 minutes away from Bashundhara Central Mosque???? Boundary wall ✔️???? Electricity ✔️???? Sewerage ✔️???? Wasa (Pending)???? Highly secured area and the best place for residency.???? Registration, Mutation, Demarcation Complete. All papers are 100% ready for registration.???? Environment: This Plot is 100% ready for construction work.** You can visit the plot any day. Just let us know before the visit. We will try our best to help you. Regards,Md. AshaduzzamanSekandar Builders Ltd.A Sister Concern of SEKANDAR GROUP ????Corporate Office: Rahman AJ Trade Center, Ka- 1/A, Jagnnathpur, Bashundhara Road, Bashundhara R/A, Dhaka-1229.????Bashundhara Office: Ka- 5/A, Jagnnathpur, Bashundhara Road, Bashundhara R/A, Dhaka-1229.????Site Office: House- 2740, Road- 20/A, Block- M, Bashundhara R/A, Dhaka.Facebook Page Link - www.facebook/sekandargroup",Sale,Residential,90200000.0,https://www.estatemartbd.com/property/49/en/road_side_exclusive_south_face_corner_plot_at_block_m,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,0.0,0.0,1096.0,"Please Contact the number below for further information.Sadman sakib01875801251 একটি দোকান বিক্রী হবেCommercial জায়গায় একদম ডিমান্ডিং এরিয়া তে।Paramount Concord Ground Floor,Tikatuli1096 Sqft15000 Tk per square askingযারা নতুন ডিমান্ডিং এরিয়া তে দোকান করতে চান তাদের জন্য উত্তম এরিয়া।যোগাযোগ করুন",Sale,Commercial,16440000.0,https://www.estatemartbd.com/property/48/en/commercial_space_tikatuli,Dhaka,,,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
 Dhaka ,3.0,3.0,1400.0,"Please Contact the number below for further information. JB Consortium Ltd013137679040131376790301313767902 Project Name: Tokyo Emporium.Address: Plot no-218-219; Block-G; road-4, Bashundhara R/A, Dhaka.Number of Floors: G + 08 (09 Storied)Project Status: Ready Unit: 02Handover: All ready handover done, 5 units left.Flat Size: 1400 sq ftParking: Available for allArrangement: 3 bed, 3 baths, Living, Dining, Kitchen & 2 verandahs.Plot Area- 6 katha. Safety & Security:- 24 hours CCTV security coverage- Fire extinguisher on each floor- Earthquake resistant structure- Ventilation facility in all rooms- original Shanghai Mitsubishi Lift.- Provisions for Cable TV and Telephone connection- Drivers waiting space with facility For Common Use. Apartment Inside Arrangement:* 3 Bedrooms* 2 Large Verandas* 1 Living Room* 1 dining room* 3 Bathrooms* 1 kitchen room* A/C Provision* 2 Fridge Provision* 1 Washing Machine Provision* Provision for Geyser in bathrooms and kitchen* Generator connection Available* 1 Car parking space each unit Rooftop Features:* Rooftop community space, garden.* BBQ Station Reasons behind for choosing Bashundhara r/a as your first choice:a) One of the largest residential cum commercial area in the Dhaka.b) Construction Follow BNBC Rulesc) Planned roads & beautiful landscaped) International standard security system maintained by Bashundhara Groupe) All kinds of Banking facilities available here.f) International standard hospital -Apollo Hospitalg) Good Education Institutions available here like North South University (NSU), Independent University (IUB), International School of Dhaka (ISD), Viqarunnisa Noon School & College (VNC)h) Super Shop ""Mehedi Mart""# Hazrat Shahjalal International Airport# Most of Embassies# Jamuna Future Park# International Convention City Bashundhara (ICCB)# VIP area like Gulshan, Banani , Baridhara.Full Land Company Purchased.Totally Japanese Management, Regularly Japanese Team Visit Construction and Maintain 100% Quality and Commitment.If you have any queries don't hesitate to let me know, i look forward to hearing from you. ThanksKazi Md Sadequr RahmanManager(Sales and Marketing)JB Consortium Ltd.",Sale,Residential,9100000.0,https://www.estatemartbd.com/property/52/en,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,3.0,3.0,1350.0,"Please Contact the number below for further information.MD. MAFIZUR RAHMAN01790580686 Company's Name : Shital Properties (Pvt.) Ltd.Porject Name : Shital Grand PlaceAvailable Size : 1350Location : 180/6/13/C, Road # 13, Block # C, Banasree, Rampura, Dhaka-1219.",Sale,Residential,7500000.0,https://www.estatemartbd.com/property/55/en/1350_sft_flat_sale_in_banasree_rampura_dhaka_1219,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,0.0,0.0,12960.0,"1⃣ প্লটের বর্ণনা :2⃣ ব্লক : এল 3⃣ রোড : ০০4⃣ প্লটের সিরিয়াল : ০০০০ ।5⃣ প্লটের সম্মুখ : কর্নার।6⃣ প্লটের আয়তন : ১৮ কাঠা।7⃣ সামনের রোড : ১৩০ ফিট।8⃣ সংযোজক রোড : ৩০০ এবং ১০০ ফিট।9⃣ প্রকল্পের নাম : বসুন্ধরা আবাসিক এলাকা।???? বর্তমান অবস্থা : বাড়ী করার জন্য ১০০% প্রস্তুত আছে।????️ কাগজপত্রের অবস্থা : সীমানা নির্ধারণ, রেজিস্ট্রিকরণ, নামজারি এবং যাবতীয় সকল কাগজপত্র হস্তান্তরের জন্য ১০০% প্রস্তুত আছে। ???? মূল্য : ১ কোটি ১৫ লক্ষ টাকা প্রতি কাঠা (আলোচনা সাপেক্ষ)।>>>( সকল খরচ সহ)<<< ???? সুযোগ-সুবিধা :???? সর্বোচ্চ নিরাপত্তা ব্যবস্থা , উন্নত বসবাসের সর্বোত্তম স্থান।???? বিদ্যুৎ ✔️ গ্যাস সংযোগ (অমীমাংসিত) ✔️ ওয়াসা (চলমান) ✔️ সুয়ারেজ-নর্দমা (চলমান) #⃣ আমাদের প্রতিশ্রুতি :???? গ্রাহককে নির্ভেজাল জমি দিয়ে সন্তুষ্ট করাই আমাদের প্রধান লক্ষ্য।???? আমরা কোন প্রকারের খাস জমি / সরকারি জমি / ভওয়াল জমি / ডিসপিউট দেয়া জমি বিক্রি করি না। ???????? আপনার বসুন্ধরার জমিটি বিক্রি করবেন ভাবছেন ?? আমাদের সাথে যোগাযোগ করুন। আামরা আপনার জমিটি ক্রয় করে নিবো অথবা অল্প সময়ে ভালো মূল্যে বিক্রি করে দিবো। ???????? ☎️ যেকোন প্রয়োজনে যোগাযোগ করুন :-???? Nahid Niazi (ধন্যবাদান্তে)✅???? @ZenithBuildersBD (ফেসবুক পেজ)???????? #ZenithBuilders (ইউটিউব), ইউটিউবে প্লটের ভিডিও দেখুন। ????⏪ ◼ অফিসের ঠিকানা :- জেনিথ বিল্ডার্স, এডেপ্ট এস.টি. কম্প্লেক্স, ক-৭/২, (লেভেল-৪), বসুন্ধরা প্রবেশ রোড, ঢাকা-১২২৯।",Sale,Residential,207000000.0,https://www.estatemartbd.com/property/56/en,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,0.0,0.0,3600.0,"Please Contact the number below for further information.L R Real Estate01922277540 একটি বাড়ি সবকিছু বদলে দেয়। আপনি কি আপনার স্বপ্নের বাড়ি তৈরির জন্য একটি সেরা স্থানে সেরা প্লট খুঁজছেন?এল আর রিয়েল এস্টেট। আপনাকে সেখানে নিয়ে যাবে। আপনি বসুন্ধরা আর/এ -তে আবাসিক মনোমুগ্ধকর প্লট পাবেন দর্শনীয় প্যানোরামিক ভিউ সহ। যমুনা ফিউচার পার্ক থেকে ৫ মিনিটের দূরত্ব। রাজউক পূর্বাচল 300 ফিট হাইওয়ের খুব কাছে। পূর্বাচল এক্সপ্রেস হাইওয়ে থেকে মাত্র 4/5 মিনিটের দূরত্ব। স্পোর্টস কমপ্লেক্স, রিসোর্ট, স্কুল, শপিং কমপ্লেক্স এবং প্রতিটি ধরণের আধুনিক শহর সুবিধা সহ একটি বন্ধুত্বপূর্ণ সম্প্রদায়ের মধ্যে অবস্থিত। তুমি কিসের জন্য অপেক্ষা করছো?ব্লক # এমপ্লট # 1900+আকার # 5 কাঠাটাইপ করুন # আবাসিকমুখ # পূর্বসংযুক্ত রাস্তা # 25 'ইউটিলিটি # ডেসকো ও ওয়াসামূল্য # 52 লাখ / প্রতি কাঠামোট জমির মূল্য # 2.60 লাখকোটি।কাগজ তথ্য:নিবন্ধন এবং মিউটেশন সম্পন্ন হয়েছে। দাগ, খতিয়ান, খাজনা-খারিজ, সম্পূর্ণ তাজা কাগজপত্র সহ।অর্থনৈতিক শর্তাবলী:কথার ভিত্তিতে মূল্য এখানে উল্লেখ আছে। আপনাকে একবারে আমাদের মোট জমির মূল্য দিতে হবে। কোন কিস্তি পাওয়া যায় না। আমরা আপনাকে সেরা বাজার মূল্য দিচ্ছি। কোন আলোচনার প্রয়োজন নেই।মন্তব্য:এটি নির্মাণের জন্য একটি সম্পূর্ণ প্রস্তুত প্লট। বালি এবং ভরাট ইতিমধ্যে উন্নত। সীমানা এবং সীমানা প্রাচীর রোপণ করা হয়েছে।সাধারণত বসুন্ধরায় প্লটের মূল্য বছরে ২/3 বার বৃদ্ধি পায়। বসুন্ধরা একটি সেরা রিটার্ন ভ্যালু সহ সেরা বিনিয়োগ হবে। তাই আপনার কাঙ্ক্ষিত প্লট কিনুন এবং সময় শেষ হওয়ার আগে সুবিধাগুলি উপভোগ করুন!এই সম্পত্তি বিক্রি হওয়ার আগে এখনই কল করুন!এল আর রিয়েল এস্টেট।",Sale,Residential,26000000.0,https://www.estatemartbd.com/property/54/en/5,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,2.0,2.0,800.0,"Please Contact the number below for further information.Property Communication01735715541 ???? ????Flat for sale !!! Flat for sale !!! Flat for sale !!!???? ???????? Plot Details ???????? Code: A 13090PROB????????800 Sqft Flat At South Fac D I T Project South Baridhara Merul Dhaka.???? 2 Bed + 2 Bath + Drawing & Dining+ 2 Baranda+Kitc:1????Road: 08,????Road Size: 20 Feet????Building: G+5????Salable unit: 4 floor.????No- Parking????Utility- Wasa Bitdut & Gas Ok????Common service is available.????Price- 40 Lac total Price???? Lush and beautiful location.???? Near Mos-jet, School,Hospital????call for Real Buyer.❗❗ Thanks Property Communication",Sale,Residential,4000000.0,https://www.estatemartbd.com/property/68/en/exclusive_800_sqft_flat_at_dit_project_merul_badda_dhaka,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
 Dhaka ,0.0,0.0,1440.0,"Please Contact the number below for further information. Rabiul Islam Swapan01712089380 Address-Ati Bazar Cng Stand Ati Bazar ( Iskame Bank )beside Ghatarchor Bus Stand Near Md.PurAre you looking fora best plot in the best location to build your dream house? Just 10 Minutes Away from Md.Pur Bus Stand & 2 Minutes Distance From Ghatarchor Bus Stand.Information about internal plot :# We are one step ahead in fulfilling your dream# Road: The plot is surrounded internal 20/25 feet wide road.# Plot transfer with one time payment.# Naturally elevated so a project completely flood free.# Project development work in progress.# Multipurpose travel system.# Its net land & Housing company.# Its 2nd Project.Dag, Khatian, Khazna with completely fresh papers. We are offering you the best market price. You have to pay us the total land value at a time. No installment is available. No negotiation required.You can visit any day of the week.Call Now Before This Property Is Sold.Good Luck.Rabiul Islam Swapan.",Sale,Residential,1850000.0,https://www.estatemartbd.com/property/72/en/2_katha_plot_for_sale_in_block_b_2nd_project_atti_bazar,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,2.0,3.0,1200.0,Please Contact the number below for further information. Ishtiaque Ahmed01717235344 Flat for sale at cheap price in Banglamotor dhaka.Details-Flat size: 1200sqftPrice:65 lacs askingBed: 3Bathroom:2Balcony: 2Kitchen:1Lift: Install kora ache but apadotoh bondhoDrawing and dinning space togetherPersonal garage:1 (120 sqft)South facing flatShob side a open.Onek kholamela akti flat. 6 tala building er 5th floor a flat ti.,Sale,Residential,6500000.0,https://www.estatemartbd.com/property/70/en/flat_at_cheap_price_in_banglamotor,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
 Dhaka ,0.0,0.0,3600.0,Please Contact the number below for further information. BS Group01966671260 # রাজউক নিবন্ধনিত কোম্পানি BS Group ( সোপান দখিনা সিটি)# লোকেশন : মোহাম্মাদপুর বসিলা ব্রিজ এর পর আটিবাজার এর সাথে কলাতিয়া রোডে কাঁঠালতলী প্রাইমারী স্কুল এর সাথে BS Group# per khata 6 lac# plot size : 5 khata# 5 khata total price 30 lac# At first Down payment 20% of total value# Rest of amount will be pay 60 InstallmentThanksMd. Torikul Islam ( Deputy Manager),Sale,Residential,3000000.0,https://www.estatemartbd.com/property/69/en/dream_home_land_for_sale_in_attibazar,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,0.0,0.0,2880.0,"Please Contact the number below for further information.Haque Properties01819105720 Plot Details :~Location : Bashundhara R/A, Baridhara , Dhaka.~Block : M.~1300 Serial.~Land Size : Katha -{45`64}-.~Land Type: Residential.~Face : North .~ Boundary complete.~Road size: 25 Feet wide road.~Price: 48 Lakh Per Katha.[ Prices are subject to negotiation]~Papers:- All papers are 100% ready to handover.",Sale,Residential,19200000.0,https://www.estatemartbd.com/property/73/en/4_katha_plot_for_sale_in_bashundhara_ra_in_a_cheap_rate,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,0.0,0.0,7200.0,"Please Contact the number below for further information.Zenith Builders01714118210 Inside 2 minutes walk ways available : Park, Play Field, Nursery School, Mosque & Comumunity Center etc. 1⃣ Plot Details :2⃣ Block : i-ext. 3⃣ Road : 1154⃣ Plot Serial : 32005⃣ Facing : South6⃣ Plot Size : 5+5=10 katha7⃣ Front Road : 25 Feet8⃣ Connecting Road : 130 & 40 Feet9⃣ Project Name : Bashundhara R/A???? Environment : 100% ready for construction.????️ Papers Status : All papers are 100% ready to handover. ???? Price : 65 lac per katha (slightly negotiable)>>>(All charge included)<<< ???? Special Features :???? Highly secured area, best location for residency.???? Electricity ✔️, Gas Line(pending) ✔️ Wasa(pending) ✔️ Sewerage(ongoing) #⃣ Our promise???? Customer satisfaction is our first priority.???? We don’t deal any type of Khas/Bhawal/Govt./ Disputed property. ???????? আপনার বসুন্ধরার জমিটি বিক্রি করবেন ভাবছেন ?? আমাদের সাথে যোগাযোগ করুন। আামরা আপনার জমিটি ক্রয় করে নিবো অথবা অল্প সময়ে ভালো মূল্যে বিক্রি করে দিবো। ???????? ☎️ Call For More Details.01714118210 ◼ Our Office :- Adept S.T Complex, Ka-7/2, Lavel-4, Bashundhara Entrence Road, Dhaka-1229",Sale,Residential,65000000.0,https://www.estatemartbd.com/property/74/en/package_price_5510_katha_south_facing_plot,Dhaka,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No
 Dhaka ,4.0,4.0,2165.0,Please Contact the number below for further information.Jahangir01920858532 ???????? ????????????ℎ???????????????????????????????????? ???????????????????????? ???????????????????? ????????????ℎ ???????????? ???????????????????????????????????????? ???????????????????????????????????? ???????????? ???????????????????????? ????????????????????????????.,Sale,Residential,22730335.0,https://www.estatemartbd.com/property/78/en/architectural_excellence_modern_amenities_flat_for_sale,Dhaka,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
 Dhaka ,6.0,6.0,4600.0,"Please Contact the number below for further information. INDEX PROPERTIES LTD.01922115103 ARE YOU LOOKING FOR APARTMENT AT GULSHAN LAKE DRIVE ROAD? PROJECT NAME: INDEX LAKE PLAZA Location: Plot#152, Gulshan, Lake Drive Road Land Area: 5.25 Katha, Storied-G+8 Storied Building Facing: West Available Flat: At 3rd & 4th Floor Flat Size: 4600sft Parking: Available Gas: In Subject to get Permission Handover: December’2023! Arrangement: 6 bed + 6 bath, 2 Living , Dining, Dry Kitchen, Wet Kithchen,Servant Quarter & 3 verandahs.  SPECIAL PROJECT AMENITIES **Well Decorate Waiting Lounge**Marvelous Reception with First Class Interior and Design**Fire extinguisher & CCTV System** Lift**Auto Started Generator** Car Parking** Rooftop community room** Garden**Intercom & CCTV.** provision for Cable TV and Telephone Connection** Well ventilated for sufficient air flow** Long time Installment & Bank Loan Facilities** 40% Open Area   Why You Purchase Apartments At Gulshan Lake Drive Road? * Good Communicate System to Move all Location*Full View of Beautiful Hatitjheel* High Security* Less Traffic Jam* Calm & Quite Area* Community Center* Construction Follow BNBC Rules* Good Known Hospital Available in Walking Distance* All Facilities Available in Modern Living* Nearest Airport* Lake Drive Road**FIXED PRICE PRODUCT!",Sale,Residential,41216000.0,https://www.estatemartbd.com/property/77/en/4600sft_duplex_apartment_in_gulshan_lake_drive_road,Dhaka,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
