Link,Title,Price,Property ID,Area,Floor,Bedrooms,Bathrooms,Description,Latitude,Longitude,Features,Location,Status,Garages,Type
https://www.pchoicebd.com/property/brand-new-apartment-35/,Brand new apartment,"TK  90,000 Ninety thousand Tk",10397,2000SqFt,6th & 8th,3,3.0,"Location : Banani North
Approx 2000 sft  6th & 8th Floor  3 Bed, 2 Attached Bath 1 Common Bath, Drawing, Dining Living Room , 3 Balcony Tiled Floor, Gym, 2 lift, generetor back up & parking available.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'GYM Room', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Wi-Fi connectivity']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/bright-furnished-apartment-17/,Bright furnished apartment,"TK  90,000 Ninety thousand tk",10396,2340SqFt,9,3,3.0,"An exclusive spacious full furnished apartment in Banani north It is high security area. This apartment available on 9th floor with available 2340 sqft space. Luxurious bed, bath & Sarvent room. Comfortable Drawing, Dining, Family Living, 1 Car Parking, Lift Generator back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Washing Matchine']",Banani,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/fully-furnished-apartment-for-rent-2/,Fully furnished apartment for Rent,"TK  75,000 Seventy Five thousand tk",10395,1760SqFt,2,3,3.0,"Six storied building full furnished apartment on 2nd floor with available 1760 sqft space. 3 bed with attach bath,  Comfortable Drawing, Dining, Sarvent room, Lift & Genaretor back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Washing Matchine', 'Wi-Fi connectivity']",Banani,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/two-bed-apartment/,Two Bed Apartment,"TK  45,000 Fourty five thousand tk",10394,1460SqFt,5th,3,3.0,"Very good apartment Location in Banani north , An exclusive apartment on 5th floor with available 1460 sqft space. 2 bed, 2 bath, balcony, car parking. Drawing, Dining, Sarvent, Lift & Genaretor back up.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Lift', 'Roof Top Garden', 'Security Guard']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/exclusive-semi-furnished-apartment-19/,Exclusive semi furnished apartment,"TK  110,000 One lac ten thousand Tk",10393,2800SqFt,8th,3,3.0,"An excellent south faching gorgeous semi furnished apartment on 8th floor with available 2800 sqft space. Luxurious 3 bed, 4 bath, Drawing, Dining, 5 Air condition Sarvent room ,Servent quarter Lift & Generator back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/exclusive-four-bed-apartment/,Exclusive Four bed Apartment,"TK  2,890 Twenty eight hundred ninty",10392,2890SqFt,5th,3,3.0,"An exclusive apartment on 5th floor of 11 storied building. 4 bed with attach 3 bath, 2890 sft space. Luxurious Drawing, Dinning, Kitchen, Servant Room with attach bathroom. Two car Parking, Lift, full Generator back up , all facilities are available.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/largely-furnished-apartment/,Largely furnished apartment,"TK  550,000 Five lac fifty thousand Tk",10391,7500SqFt,2,4,5.0,"An exclusive full Furnished apartment on 2nd floor with available 7500 sft space. Luxurious 4 bed with attach bath, 1 common bath room. Comfortable Drawing, Dining, Family Living & sarvent room. Roof top swimming pool, 2 parking, Lift & full Generator back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Swimming Pool', 'Tiled Floors', 'Washing Matchine', 'Wi-Fi connectivity']",Baridhara Diplomatic Zone,For Rent,2,Full Furnished
https://www.pchoicebd.com/property/brand-new-apartment-34/,Brand new apartment,"TK  90,000",10390,1800SqFt,,3,3.0,"An exclusive fabulous apartment on 4th floor with available 1800 sft space. 3 bed, 4 bath, 2 parking, 2 balcony. Drawing, Dining, Family Living, Lift, Genaretor back up.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Hot Water', 'Lift']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/good-apartment-for-rent-13/,Good Apartment for rent,"TK  50,000 Fifty thousand tk",10384,2200SqFt,3,3,3.0,Exclusive 3 bed apartment at banani north 2200 sqft 3 bed with large drawing dining living space 2 lift & 100% power back up.,latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/bright-apartment-for-rent-8/,Bright apartment for rent,"TK  65,000 Sixty Five thousand tk",10383,2200SqFt,4,3,3.0,"Spacious and fabulous home in prime location. An Exclusive apartment on 8th floor with available 2200 sqft space. 3 bed, 3 bath home has impact resistant windows. Comfortable Drawing, Dining, Sarvent, Kitchen, Family Living. Car Parking, Lift & Generator back up.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",,For Rent,1,Un furnished
https://www.pchoicebd.com/property/fully-furnished-apartment-at-gulshan/,Fully Furnished Apartment At Gulshan,"TK  90,000 Ninety thousand Tk",10382,2200SqFt,2,3,3.0,"An Exclusive Full Furnished apartment on 2nd floor with available 2200 sqft space. 3 bed, 2 bath & 1 common bath room. Drawing, Dining, LIving and Kitchen, 1 parking, Generator back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Washing Matchine']",Gulshan 2,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/exclusive-brand-new-apartment-7/,Exclusive Brand New Apartment,"TK  120,000 One lac twenty thousand tk",10377,2500SqFt,4,3,3.0,"Spacious and fabulous home in prime location. An exclusive apartment on 4th, 5th & 6th floor with available 2500 sqft space. 3 bed, 3 bath home has impact resistant windows. Comfortable Drawing, Dining, Sarvent, Kitchen, Family Living. 1 Car Parking, Lift &  Generator back up.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lawn', 'Lift', 'Roof Top Garden', 'Security Guard']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/four-bed-fully-furnished-apartment-2/,Four Bed Fully furnished apartment,"TK  110,000 One lac ten thousand tk",10375,2575SqFt,1,4,4.0,"Ten storied Building Luxurious Four bed full furnished apartment on 2nd floor with available 2575 sqft space Comfortable Drawing, Dining, Living space Lift & Genaretor back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Washing Matchine', 'Wi-Fi connectivity']",Banani,For Rent,2,Full Furnished
https://www.pchoicebd.com/property/four-bed-fully-furnished-apartment/,Four Bed Fully furnished apartment,"TK  110,000 One lac ten thousand tk",10374,2575SqFt,1,4,4.0,"Luxurious Four bed full furnished apartment on 2nd floor with available 2575 sqft space Comfortable Drawing, Dining, Living space Lift & Genaretor back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors', 'Washing Matchine', 'Wi-Fi connectivity']",Banani,For Rent,2,Full Furnished
https://www.pchoicebd.com/property/bright-office-space-for-rent-2/,Bright office space For rent,"TK  80,000 Eighty Thousand tk",10373,2300SqFt,1,3,3.0,"Four storied building 2300 sqft Each floor 3 room, work station, confereence room, No lift and no parking available.",latitude_placeholder,longitude_placeholder,"['Balcony', 'Concealed Phone', 'Fire Extinguisher', 'Fire Place', 'Gard Room', 'Garden', 'Intercom']",Banani,For Rent,1,Apartment for Office
https://www.pchoicebd.com/property/exclusive-furnished-apartment-38/,Exclusive furnished apartment,"TK  85,000 Eighty five thousand tk",10372,2200SqFt,1,3,3.0,"Location : Banani North
2200 sft Space 1st Floor Exclusive interior Apartment , 3 Bed, 3 Bathroom 1 Common Bath, Drawing, Dining Living Room , 3 Balcony Tiled Floor  lift generetor back up
& 1 car parking available.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/brand-new-apartment-at-banani-6/,Brand new Apartment at Banani,"TK  85,000 Eighty five thousand tk",10371,2600SqFt,3,3,3.0,"An exclusive spacious apartment on 3rd floor with available 2600 sqft space. Comfortable Drawing, Dining & Family Living space. Luxuriouse 3 bed with attach bath & servent room, servent bath, balcony, 1 car parking security guard & 24 hours generator back up.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Residential Apartment
https://www.pchoicebd.com/property/good-office-for-rent-2/,Good office for rent,"TK  65,000 Sixty five thousand tk",10365,1620SqFt,1,3,3.0,"Six Storied building Bright office space 1620 Sq.Ft floor space, 1st Floor, 3 Bed 3 Bath, 1 Common Bath, lift generetor & 1 Car parking.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Apartment for Office
https://www.pchoicebd.com/property/apartment-for-rent-7/,Apartment for rent,"TK  50,000 Fifty Thousand TK",10364,1800SqFt,3,3,3.0,"Six Storied building Bright office space 1800 Sq.Ft floor space, 3rd Floor, 3 Bed 3 Bath, 1 Common Bath, lift generetor & 1 Car parking.",latitude_placeholder,longitude_placeholder,"['Balcony', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/bright-apartment-for-rent-7/,Bright apartment for rent,"TK  55,000 Fifty five thousand tk",10362,1800SqFt,3,3,3.0,"10 storied building 1800 sqft 3rd floor 3 bed with bath drawing, Dining lift & generetor back up.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/small-commercial-office-space/,Small commercial office space,"TK  105,740",10360,4000SqFt,1,4,2.0,"Tweleve Storied building Bright office space 622 Sq.Ft floor space, 1st Floor, 3 Bed 3 Bath, 1 Common Bath, work station, lift generetor & 1 Car parking.",latitude_placeholder,longitude_placeholder,"['Balcony', 'CCTV', 'Concealed Phone', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Gard Room', 'Garden', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,2,Commercial Space
https://www.pchoicebd.com/property/bright-semi-furnished-apartment-6/,Bright Semi furnished apartment,"TK  100,000 One lac tk",10358,2200SqFt,7,3,3.0,"An exclusive spacious apartment on 7th floor with available 2200 sqft Comfortable Drawing, Dining & Family Living space. Luxurious 3 bed with attach 4 bath & servant room, servant bath, balcony, 1 car parking. 24 hours security & generator back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/fully-furnished-apartment-57/,Fully furnished apartment,"TK  80,000 Eighty thousand tk",10353,2400SqFt,1st,3,3.0,"Six storied building full furnished apartment on 1st floor with available 2400 sqft space. 3 bed with attach bath, parking, Comfortable Drawing, Dining, Sarvent room,Lift, Genaretor back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/fully-decoreted-office-space-for-rent/,Fully Decoreted office space for rent,"TK  120,000 One lac twenty thousand tk",10347,4700SqFt,4,3,3.0,Fully Decoreted office at Banani south 2200 sqft 4th floor,latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Apartment for Office
https://www.pchoicebd.com/property/brand-new-apartment-33/,Brand new apartment,"TK  90,000 Ninety thousand tk",10339,2600SqFt,5th,3,3.0,"Brand new apartment at Banani north 2600 sqft 3 bed with large drawing, dining living space, 2 lift and generetor back up.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/fully-furnished-apartment-6/,Fully furnished apartment,"TK  70,000 Seventy thousand tk",10303,1800SqFt,3,3,3.0,"Six storied building full furnished apartment on 3rd floor with available 1800 sqft space. 3 bed with attach bath, parking, Comfortable Drawing, Dining, Sarvent room,Lift, Genaretor back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Tiled Floors']",Banani,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/bright-large-office-space/,Bright & Large office space,"TK  140,000 Two lac eighty thousand Tk",10254,2500SqFt,"A-6, 3rd Floor",3,3.0,"Location : Banani North
2500 Sft, Apartment available on 4th Floor, Big Work Station , Living Space,  Bathroom , 2 Lift, Generator & Car parking.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,2,Apartment for Office
https://www.pchoicebd.com/property/brand-new-apartment-32/,Brand new apartment,"TK  90,000 Ninety thousand tk",10232,2500SqFt,,3,3.0,"Thirteen storied building 2500 sqft 3 bed with bath Great for entertaining spacious two lift, full generetor back up and parking.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/exclusive-semi-furnished-apartment-18/,Exclusive Semi-furnished apartment,"TK  120,000 one lac twenty thousand Tk",10228,2500SqFt,2,3,3.0,"An exclusive spacious apartment on 3rd floor with available 2700 sqft Comfortable Drawing, Dining & Family Living space. Luxurious 3 bed with attach 4 bath & servant room, servant bath, 2 balcony, 1 car parking. 24 hours security & full generator back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Banani,For Rent,2,Un furnished
https://www.pchoicebd.com/property/exclusive-semi-furnished-apartment-17/,Exclusive semi furnished apartment,"TK  80,000 Eighty Thousand tk",10227,2440SqFt,6th,3,3.0,"Exclusive apartment very poush & luxurious living, 2440 square feet, 3 bed with attached wash room & verandas, Air condition available, all facilities provided, very airy and sufficient sunlight, lift generetor & 2 car parking.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/traditional-exclusive-un-furnished-apartment-6/,Traditional Exclusive Un furnished Apartment,"TK  80,000 Eighty thousand tk",10223,2240SqFt,1,3,3.0,"An exclusive spacious apartment on 1st floor with available 2240 sqft space. Comfortable Drawing, Dining & Family Living space. Luxuriouse 3 bed with attach bath & servent room, servent bath, balcony, 1 car parking security guard & 24 hours generator back up.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/luxury-semi-furnished-apartment-for-rent/,Luxury Semi-furnished apartment for rent,"TK  85,000 Eighty five thousand tk",10208,2440SqFt,6,3,3.0,"Spacious and fabulous home in prime location. An Exclusive apartment on 6th floor with available 2440 sqft space. Thise Luxurious style 3 bed, 3 bath home has impact resistant windows. Comfortable Drawing, Dining, Sarvent, Kitchen, Family Living. 1 Car Parking,  Lift, Generator back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Un furnished
https://www.pchoicebd.com/property/exclusive-furnished-apartment-for-rent/,Exclusive Furnished Apartment For Rent,"TK  180,000 One Lack eighty thousand TK",10147,27002700,3th,3,4.0,"An exclusive spacious apartment on 3rd floor with available 2700 sqft  Comfortable Drawing, Dining & Family Living space. Luxurious 3 bed with attach 4 bath & servant room, servant bath, 2 balcony, 1 car parking. 24 hours security  &  full  generator back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Security Guard', 'Tiled Floors', 'Washing Matchine']",Gulshan 2,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/large-semi-furnished-apartment-at-gulshan-2/,Large semi furnished Apartment at Gulshan 2,"TK  300,000 Three lac tk",10103,5500SqFt,3,4,4.0,"An excellent south faching gorgeous semi furnished apartment on 3rd floor with available 5500 sqft space. Luxurious 4 bed, 4 bath, Drawing, Dining, 2 lift, swimming pool, Gym Sarvent room & servent quarter Lift, Generator back up.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'GYM Room', 'Hot Water', 'Intercom', 'Lawn', 'Lift', 'Roof Top Garden', 'Security Guard', 'Swimming Pool', 'Tiled Floors']",Gulshan 2,For Rent,2,Un furnished
https://www.pchoicebd.com/property/luxurious/,Luxurious Furnished Apartment,"TK  120,000 120000",10093,2600SqFt,6th,3,3.0,"Location : Banani North
2600 sft Space 6th Floor Exclusive interior Apartment , 3 Bed, 3 Bathroom 1 Common Bath, Drawing, Dining Living Room , 3 Balcony Tiled Floor 2 lift generetor back up
 & 1 car parking available.",latitude_placeholder,longitude_placeholder,"['Air-Condition', 'Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Tiled Floors']",Banani,For Rent,1,Full Furnished
https://www.pchoicebd.com/property/brand-new-apartment-31/,Brand new apartment,"TK  180,000 One lakh eighty thousand tk",10073,3500SqFt,7th,3,3.0,"An exclusive Brand new apartment on 7th floor of 14 storied building. 3 bed with attach 4 bath are available with 3500 sft space. Luxurious Drawing, Dinning, Kitchen, Servant Room with attach bathroom. 2 car Parking, Lift, Gym, Swimming pool , full Generator back up, All facilities are available.",latitude_placeholder,longitude_placeholder,"['Balcony', 'BBQ area', 'CCTV', 'Child Playground', 'Community Room', 'Concealed Phone', 'Driver Room', 'Emergency Exit', 'Fire Exit', 'Fire Extinguisher', 'Fire Hose', 'Fire Place', 'Floor Type', 'Gard Room', 'Garden', 'Generator', 'Geyser', 'GYM Room', 'Hot Water', 'Intercom', 'Lift', 'Roof Top Garden', 'Security Guard', 'Swimming Pool', 'Tiled Floors']",Gulshan 2,For Rent,2,Un furnished
