added_on,address,area,details,fire_exit,generator,gym,last_updated,lift,offered_floor,parking,present_status,price,property_category,property_id,property_size,property_type,property_url,rent_or_sale,rooftop_garden,swimming_pool,title,total_bathrooms
"Sun, Jul 31, 2022 3:54 PM","Fawkal, Shimultali, Joydebpur, Gazipur","Gazipur, Dhaka","জমি বিক্রয়ঃ 

মোউজা ফাউকাল
২৪ নং ওয়ার্ড
গাজীপুর সিটি করপোরেশন
বাংলাদেশ সমরাস্ত্র কারখানার শিমুলতলী গইট থেকে ১ কিলো পূর্ব দিকে
জায়গার পরিমান ৮৪.৬৫ শতাংশ(৫১.৩ কাঠা), 
২৫ ফিট ও ১৯ ফিট লম্বা দুইটি গেইট আছে
একক মালিকানা। সম্পূর্ণ জমি একত্রে বিক্রি হবে। ভেঙ্গে বিক্রি হবে না।
সামনে ২৫ ফিট রাস্তা।
যোগাযোগঃ
শ্রদ্ধেয় আগ্রহীগন সরাসরি কল করতে পারেন। কোন দালাল খপ্পর বা অসদ ব্যবসায়ী থেকে দূরে থাকুন।
যারা সত্যিকার অর্থে জমি কেনার মানষিকতা রাখেন শুধু তারাই যোগাযোগ করেন। বিনিত অনুরোধ অযথা সময় নষ্ট না করি।
মেডিক্যাল কলেজ, ফ্যাক্টরি, ছোট বাগান বাড়ি ইত্যাদির জন্য খুবই সুন্দর এই জায়গাটি বলে আমার ধারনা।

01755011616
01713064924",,Full Backup,,"Wed, Aug 10, 2022 4:02 PM",,,5 Slot,Vacant,60000000.00 BDT,Residential,521,51,Apartment,https://propertyfinderbd.com/property-details/521,Sale,,,Land Sale,17
"Wed, Jan 18, 2023 5:59 AM","JCX TOWER, 1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Bashundhara Residential Area, Dhaka","Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
Website: https://www.hotels.com.bd/.../2-bedroom-furnished.../
YouTube:https://www.youtube.com/watch?v=yp440KIPCvc
.
Contact For Booking:
+88 01712553547
+88 01921096842",Yes,Full Backup,,"Sat, Jan 21, 2023 11:55 AM",Yes,2,1 Slot,Vacant,48000.00 BDT,Residential,679,800,Service Apartment,https://propertyfinderbd.com/property-details/679,Rent,,,Two BHK Serviced Apartment RENT In Bashundhara R/A.,2
"Wed, Aug 10, 2022 11:50 AM","Uttar Badda, Hossain Market","Badda, Dhaka","Apartment for sale!! A Semi Condominium luxurious ready apartment with rooftop swimming pool from (900-1825)sft apartment in the posh areas of North Badda.
For More Details, Call: 01955912064",Yes,Full Backup,Yes,"Sat, Aug 13, 2022 2:50 AM",Yes,4,1 Slot,Vacant,7500.00 BDT,Residential,527,1620,Apartment,https://propertyfinderbd.com/property-details/527,Sale,Yes,Yes,Luxurious Apartment for Sale in Badda,3
"Sat, Feb 11, 2023 8:34 AM","383/3 East Rampura, Dhaka - 1219, Adjacent to Banasree Block  # A Road # 5","Banasree, Dhaka","- Located at a prime location (Banasree link road, adjacent to Block # A Road # 5) 
- Floors available for rent (Ground floor, 1st & 2nd floor) 
- More than 3600 sq ft per floor.  
- Spacious and ideal for banks, chain shops and offices. 
- Long term lease available. 
- Have multiple schools, banks, bazaars, mosques nearby. 
- Rent available from Mar 01, 2023.",Yes,No,,"Sun, Feb 12, 2023 4:55 AM",,2,5 Slot,Vacant,120.00 BDT,Commercial,732,3600,Semi Commercial Apartment,https://propertyfinderbd.com/property-details/732,Rent,,,Commercial Space for Rent at Banasree Rampura,
"Mon, Feb 13, 2023 5:29 AM","JCX TOWER, 1136/A, Block-I, Level 5 Japan Street, Bashundhara R/A","Bashundhara Residential Area, Dhaka","Two Bedroom Serviced Apartment Rent In Bashundhara R/A
Our serviced apartment is fully decorated with modern amenities. You can take it as a Short-term or Long-term basis for your vacation rental. All the facilities are available like TV, geyser, refrigerator, WiFi, microwave, and air conditioning, laundry services etc.
.
Facilities Available
>Fully Furnished Apartment
>Security & Laundry Service
>Filter, Washing Machine, LP Gas
>Drawing, Dining Space Available
>Daily Room & Bathroom Cleaning
>WiFi, Microwave oven, Geyser, A/C
>Short-Term Rentals, TV, Refrigerator
.
Website: https://www.hotels.com.bd/rental/apartment-furnished
YouTube: https://www.youtube.com/watch?v=8kJKBg9LRkM&t=2s
.
Contact For Booking:
+88 01712553547
+88 01921096846",Yes,Full Backup,,"Mon, Feb 13, 2023 3:36 PM",Yes,2,1 Slot,Vacant,55000.00 BDT,Residential,736,875,Brand New Apartment,https://propertyfinderbd.com/property-details/736,Rent,,,To Let For 2BHK Serviced Flat In Bashundhara R/A,2
"Tue, Nov 29, 2022 8:08 AM",Ashulia,"Ashulia, Dhaka",Three bigha land in Ashulia will be sold on urgent basis. The land is suitable for any kind of factory and electricity is available next to the land. There is a boundary wall around the land  Anyone can build bungalow bari if they want. Only genuine buyers are requested to contact.,,No,,"Tue, Nov 29, 2022 8:21 AM",,,,Vacant,20000000.00 BDT,Land,564,43200,Factory Land,https://propertyfinderbd.com/property-details/564,Sale,,,Instant sale 3 Bigha Land Ashulia,
"Mon, Mar 2, 2020 4:34 AM","Pubail, Kaliganj Gazipur","Gazipur, Dhaka","35000 Sqft fully ready and non-bonded commercial ware house located in Pubail, Kaliganj, Gazipur. Fully secured and protected with professional security guard, CC Camera and others equipment etc. loading - unloading facilities, Please call only for foreign or multinational, corporate organization for warehouse or factory.",Yes,,,"Wed, Mar 11, 2020 8:31 AM",,1,5/7 Slot,Vacant,550000.00 BDT,Commercial,148,32000,Warehouse,https://propertyfinderbd.com/property-details/148,Rent,,,"35000 Sqft Warehouse Available For Rent At Pubail, Kaligonj, Gazipur",4
"Fri, Dec 2, 2022 6:38 AM","Krishi Market, Mohammedpur","Mohammadpur, Dhaka","Ready 1,185 sft  north-west facing flat for sale in Mohammedpur, Dhaka. Inside of the flat very bright & airy with 3 bedroom, 3 bathroom, drawing, living room, 2 balcony, lift, generator facilities etc. Genuine buyers are requested to contact us",,Partial,,"Fri, Dec 2, 2022 6:38 AM",Yes,7,,Vacant,7500000.00 BDT,Residential,566,1185,Apartment,https://propertyfinderbd.com/property-details/566,Sale,Yes,,Flat for sale Mohammedpur Dhaka,3
"Tue, Jan 21, 2020 6:27 AM",Banani,"Banani, Dhaka","2650 sft Commercial Office Open Space At Banani
Fully Commercial Building according to RAJUK new rules at Banani, 2650 sft open office space at 4th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 2lifts, emergency stair case, modern fire fitting system, car lift facilities etc.
Parking 01 Slot",Yes,Partial,,"Tue, Jan 21, 2020 6:27 AM",Yes,4,1 Slot,Vacant,335000.00 BDT,Commercial,138,2650,Office,https://propertyfinderbd.com/property-details/138,Rent,,,2650 Sqft Semi Furnished Office Available For Rent In Banani,3
"Fri, Jan 17, 2020 7:00 AM",Gulshan Avenue,"Gulshan, Dhaka","3,686 sft Commercial Office Open Space At Gulshan Avenue
Fully Commercial Building according to RAJUK new rules at Gulshan Avenue, 3,686 sft open office space at 13th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 2lifts, emergency stair case, modern fire fitting system, car lift facilities etc.
Parking 01 Slot
Generator 100% Power backup",Yes,Full Backup,,"Fri, Jan 17, 2020 7:00 AM",Yes,13,1 Slot,Vacant,460000.00 BDT,Commercial,137,3686,Office,https://propertyfinderbd.com/property-details/137,Rent,Yes,,3686 Sqft Commercial Office Space Available For Rent At Gulshan Avenue,2
"Fri, Jan 17, 2020 6:47 AM",Gulshan Avenue,"Gulshan, Dhaka","2070 sft Commercial Office Open Space At Gulshan Avenue
Fully Commercial Building according to RAJUK new rules at Gulshan Avenue, 2070 sft open office space at 4th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 2lifts, emergency stair case, modern fire fitting system, car lift facilities etc.
Parking 01 Slot
Generator 100% Power backup",Yes,Partial,,"Fri, Jan 17, 2020 6:47 AM",Yes,4,1 Slot,Vacant,260000.00 BDT,Commercial,136,2070,Office,https://propertyfinderbd.com/property-details/136,Rent,,,2070 Sqft Semi Furnished Office Available For Rent In Gulshan Avenue,3
"Tue, Jan 28, 2020 6:53 AM",Banani,"Banani, Dhaka","2200 sft Commercial Office Open Space At Banani Fully Commercial Building according to RAJUK new rules at Banani, 2200 sft open office space at 5th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 1lifts, emergency stair case, modern fire fitting system, car lift facilities etc. Parking 01 Slot Generator 100% Power backup",Yes,Full Backup,,"Tue, Jan 28, 2020 6:53 AM",Yes,5,1 Slot,Vacant,265000.00 BDT,Commercial,139,2200,Office,https://propertyfinderbd.com/property-details/139,Rent,Yes,,2200 Sqft Brand New Office Space Available For Rent In Banani,4
"Sun, Feb 2, 2020 10:45 AM",Keraniganj Upazila,"Keraniganj, Dhaka","52000 Sqft fully ready and non-bonded commercial ware house located in Kersniganj . Fully secured and protected with professional security guard, CC Camera and others equipment etc. loading - unloading facilities, Please call only for foreign or multinational, corporate organization for warehouse or factory.",,No,,"Sun, Feb 2, 2020 10:45 AM",,1,3 Slot,Vacant,650000.00 BDT,Commercial,140,52000,Warehouse,https://propertyfinderbd.com/property-details/140,Rent,,,"52000 Sqft Warehouse Available For Rent At Keraniganj Upazila, Dhaka",3
"Tue, Feb 11, 2020 3:30 PM",Gulshan,"Gulshan, Dhaka","3200 sft luxurious furnished apartment rent at Gulshan with nice lake view, calm & quiet area, fully air-conditioned & generator support, lake side balcony, 4 bedroom, 4 bathroom, build-in cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities. 100% back-up generator etc.",Yes,Full Backup,,"Tue, Feb 11, 2020 3:30 PM",Yes,2,2 Slot,Vacant,200000.00 BDT,Residential,143,3200,Apartment,https://propertyfinderbd.com/property-details/143,Rent,Yes,,3200 Sqft Lake View Luxurious Furnished Apartment Rent At Gulshan 2,4
"Tue, Feb 11, 2020 3:05 PM",Banani,"Banani, Dhaka","1900 sft Commercial Office Open Space At Banani
Fully Commercial Building according to RAJUK new rules at Banani , 1900 sft open office space at 6th floor with 3  toilet, pantry,  bright, 2lifts, emergency stair case, modern fire fitting system  etc.
Parking 01 Slot
Generator 100% Power backup",Yes,Full Backup,,"Tue, Feb 11, 2020 3:05 PM",Yes,6,1 Slot,Vacant,230000.00 BDT,Commercial,142,1900,Office,https://propertyfinderbd.com/property-details/142,Rent,,,1900 Sqft Commercial Office Space Available For Rent At Banani,3
"Fri, Feb 14, 2020 7:33 AM","DEmra, Narayangonj","Narayanganj, Dhaka","50000 Sqft fully ready and non-bonded commercial ware house located in Kersniganj . Fully secured and protected with professional security guard, CC Camera and others equipment etc. loading - unloading facilities, Please call only for foreign or multinational, corporate organization for warehouse or factory.",Yes,No,,"Fri, Feb 14, 2020 7:33 AM",,1,5 Slot,Vacant,750000.00 BDT,Commercial,144,50000,Warehouse,https://propertyfinderbd.com/property-details/144,Rent,,,"50000 Sqft Warehouse Rent Available For Rent At Demra, Narayanganj",4
"Thu, Feb 20, 2020 2:30 AM",Gulshan Avenue,"Gulshan, Dhaka","Full Furnished 3,686 sft Commercial Office Open Space At Gulshan Avenue Fully Commercial Building according to RAJUK new rules at Gulshan Avenue, 3,686 sft open office space at 13th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 2lifts, emergency stair case, modern fire fitting system, car lift facilities etc. Parking 01 Slot Generator 100% Power backup",Yes,Full Backup,,"Thu, Feb 20, 2020 2:30 AM",Yes,13,1 Slot,Vacant,515000.00 BDT,Commercial,145,3686,Office,https://propertyfinderbd.com/property-details/145,Rent,Yes,,Furnished Office Available For Rent At Gulshan Avenue,4
"Sun, Mar 1, 2020 7:38 AM",Gulshan Avenue,"Gulshan, Dhaka","6000 sft Commercial Office Open Space At Gulshan Avenue
Fully Commercial Building according to RAJUK new rules at Gulshan Avenue, 6000 sft open office space at 10th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 4lifts, emergency stair case, modern fire fitting system facilities etc.
Parking 04 Slot
Generator 100% Power backup",Yes,Full Backup,Yes,"Sun, Mar 1, 2020 7:38 AM",Yes,10,4 Slot,Vacant,1200000.00 BDT,Commercial,147,6000,Open Floor,https://propertyfinderbd.com/property-details/147,Rent,Yes,Yes,6000 sqft furnished commercial office space available for rent,5
"Sat, Mar 4, 2023 8:22 AM","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Bashundhara Residential Area, Dhaka","Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.
. 
Facilities Available : 
> Grocery Shop, BBQ corner
> Swimming Pool,Theatre room
> Gym with 24/7 and Jogging track 
> Daily Room & Bathroom Cleaning 
> Multi-purpose Hall Room With Full AC 
> Steam Bath, Thermal massager
> Landscape With Sitting Arrangement
. 
Website: https://www.hotels.com.bd/two-room 
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk
. 
Contact For Booking: 
+88 01712553547 
+88 01921096842",Yes,Full Backup,,"Sat, Mar 4, 2023 3:58 PM",Yes,5,1 Slot,Vacant,36000.00 BDT,Residential,772,375,Service Apartment,https://propertyfinderbd.com/property-details/772,Rent,,,Two Room Furnished Serviced Apartment RENT in Bashundhara R/A,1
"Tue, Feb 25, 2020 3:35 AM",Lalmatia,"Lalmatia, Dhaka","4723 sft Commercial Office Open Space At Lalmatia.
Fully Furnished Commercial ready office  at 8th floor with 3 executive toilet, pantry, nice views, floor finished by mirror polish tiles, bright, 2lifts, emergency stair case, modern fire fitting system etc.

Facilities: 
    Plug-In office facilities with modern facilities
    Covered Parking
    02 lifts
    Central reception area
    Full generator back up 
    24 hrs security surveillance
    Dormitory facilities
    In premises training venue facility
    Efficient building & safety management",Yes,Full Backup,,"Tue, Feb 25, 2020 3:35 AM",Yes,7,1 Slot,Vacant,330610.00 BDT,Commercial,146,4723,Office,https://propertyfinderbd.com/property-details/146,Rent,Yes,,4723 Sqft Furnished  Commercial Office Space Available For Rent AT Lalmatia,4
"Sat, Mar 4, 2023 6:13 PM","home 88, Road-7, Monsurabad Housing, Shyamoli, Adabor, Dhaka.","Adabar, Dhaka","*সম্পুর্ন  নতুন  এবং  সদ্য নিমিত* (suitable for office location)
(সম্পন্ন নিরিবিলি পরিবেশ)
১৬০০ স্কয়ার ফিট ( 2nd floor) 
প্রতি ফ্লোর একটি করে ইউনিট
৩ বেড রুম
১ ড্রইং কাম ডাইনিং (সংযুক্ত)
১ কিচেন (সিলিন্ডার মিটার সিস্টেম ) (attached small balcony) 
৩ বাথ রুম
২ বারান্দা

বাড়িভাড়া: 30,000 টাকা 
সার্ভিস চার্জ  5,000 টাকা

যোগাযোগঃ +8801718627591

লোকেশনঃ  বাসা ৮৮,  রোড -৭,  মনসুরাবাদ হাউজিং,  শামলী, আদাবর, ঢাকা । 

This apartment is made according to Rajuk new rules and high quality materials are used for sustaining natural disasters such as earthquake. 

বিঃদ্রঃ  লিফট আছে।",,Partial,,"Mon, Mar 6, 2023 4:27 AM",Yes,2,1 Slot,Vacant,30000.00 BDT,Commercial,775,1600,Office,https://propertyfinderbd.com/property-details/775,Rent,,,1600 sq feet apartment rent for office,3
"Sat, Mar 4, 2023 12:01 PM","House 88, Road-7, Monsurabad Housing, Shamoli, Adabor, Dhaka.","Mohammadpur, Dhaka","বাসা ভাড়া হবে ইনশা-আল্লাহ। (To-let) ( family) 

*সম্পুর্ন  নতুন  এবং  সদ্য নিমিত*
(সম্পন্ন নিরিবিলি পরিবেশ)
১৬০০ স্কয়ার ফিট ( ৬ তম তালা) 
প্রতি ফ্লোর একটি করে ইউনিট
৩ বেড রুম
১ ড্রইং কাম ডাইনিং (সংযুক্ত)
১ কিচেন (সিলিন্ডার মিটার সিস্টেম ) (attached small balcony) 
৩ বাথ রুম
২ বারান্দা

বাড়িভাড়া: ২৪,০০০ টাকা 
সার্ভিস চার্জ  ৫,০০০ টাকা

যোগাযোগঃ +8801718627591

লোকেশনঃ  বাসা ৮৮,  রোড -৭,  মনসুরাবাদ হাউজিং,  শামলী, আদাবর, ঢাকা । 
https://www.youtube.com/watch?v=cOgKtdNLo2w

This apartment is made according to Rajuk new rules and high quality materials are used for sustaining natural disasters such as earthquake. 


বিঃদ্রঃ  লিফট আছে।",,Partial,,"Sat, Mar 4, 2023 1:42 PM",Yes,6,1 Slot,Vacant,24000.00 BDT,Residential,773,1600,Brand New Apartment,https://propertyfinderbd.com/property-details/773,Rent,,,1600 sq brand new apartment,3
"Mon, Mar 6, 2023 4:25 AM","Pubail, Gazipur","Pubail, Kaliganj, Dhaka","Welcome to an excellent opportunity for your warehousing needs in the bustling city of Gazipur! We present to you a 4000 square feet compliance shed available for rent in Pubail, Gazipur. The shed is ideal for companies looking for storage space or a warehouse facility. Its prime location offers excellent connectivity to major highways and roads, making transportation of goods easy and convenient. The area is known for its excellent infrastructure and well-developed transportation network, making it an ideal location for any business. The shed is equipped with all essential facilities such as a large loading/unloading bay, fire safety systems, and 24-hour security and surveillance systems.",,No,,"Mon, Mar 6, 2023 4:26 AM",,1,2 Slot,Vacant,4000.00 BDT,Commercial,778,85000,Warehouse,https://propertyfinderbd.com/property-details/778,Rent,,,"4000 sft warehouse for rent in Pubail, Gazipur",2
"Mon, Mar 6, 2023 4:55 AM","JCX TOWER,1136/A, Block-I, Level 5, Japan Street, Bashundhara R/A","Bashundhara Residential Area, Dhaka","Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.
. 
Facilities Available : 
> Grocery Shop, BBQ corner
> Swimming Pool,Theatre room
> Gym with 24/7 and Jogging track 
> Daily Room & Bathroom Cleaning 
> Multi-purpose Hall Room With Full AC 
> Steam Bath, Thermal massager
> Landscape With Sitting Arrangement
. 
Website: https://www.hotels.com.bd/two-room 
YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk
. 
Contact For Booking: 
+88 01712553547 
+88 01921096842",Yes,Full Backup,,"Tue, Mar 7, 2023 7:00 AM",Yes,4,1 Slot,Vacant,36000.00 BDT,Residential,779,375,Service Apartment,https://propertyfinderbd.com/property-details/779,Rent,,,Two Room Furnished Serviced Apartment RENT in Bashundhara R/A,1
"Wed, Feb 15, 2023 11:03 AM",ফোর্ড নগর ২য় খন্ড- থানা- ধামরাই জেলা-ঢাকা মোল্লাপাড়া  জালাল মসজিদ আমজাদ এর বাড়ী ইউনিয়ন: কুল্লা ওয়ার্ড :৯,"Savar, Dhaka","সাভার এনাম মেডিকেল কলেজ ও হাসপাতালের কাছে, 
বংশাই নদী (এখন সেখানে আগে থেকেই একটি সেতু ছিল) পাশাই ধানসিঁড়ি নিরিবিলি জমি প্রকল্প এখানে
আমার একটি নিজস্ব জমি রয়েছে। এই জমির দলিল সম্পূর্ণরূপে আমার নামের পক্ষে এবং এই জমির মিউটেশন সম্পূর্ণভাবে সম্পন্ন হয়েছে। আমার ব্যক্তিগত কিছু সংকটের কারণে আমাকে এই জমি বিক্রি করতে হচ্ছে। আমি উচ্চপদস্থ কর্মকর্তা হিসেবে Private গ্রুপ অব কোম্পানিতে কর্মরত। জমিটি সম্পূর্ণ বাউন্ডারি করা. এই জমির বিশদ বিবরণ নীচে দেওয়া হল:
নামঃ মুহাম্মদ মুজতবা আলী
জমির পরিমান-৫ Khata (৮.২৫ শতক)
মূল্য-12,50,000/-(negotiable) 
দাগ নং-911
খোতিয়ান নং-2021
মৌজা নং-ফোর্ড নগর ২য় খন্ড
J.L no-299
আরএস/বিএস নম্বর-৫০
থানা- ধামরাই
জেলা-ঢাকা
মোল্লাপাড়া 
জালাল মসজিদ
আমজাদ এর বাড়ী
ইউনিয়ন: কুল্লা
ওয়ার্ড :৯

ফোর্ড নগর ২য় খন্ড- থানা- ধামরাই
জেলা-ঢাকা
মোল্লাপাড়া 
জালাল মসজিদ
আমজাদ এর বাড়ী
ইউনিয়ন: কুল্লা
ওয়ার্ড :৯",,No,,"Sat, Feb 18, 2023 6:18 AM",,,1216 Slot,Vacant,1250000.00 BDT,Land,742,5,Plot,https://propertyfinderbd.com/property-details/742,Sale,,,ফোর্ড নগর ২য় খন্ড- থানা- ধামরাই জেলা-ঢাকা মোল্লাপাড়া  জালাল মসজিদ আমজাদ এর বাড়ী ইউনিয়ন: কুল্লা ওয়ার্ড :৯,
"Thu, Mar 16, 2023 5:21 AM","জেসিএক্স টাওয়ার, ১১৩৬/এ, ব্লক- আই, লেভেল ৫ জাপান স্ট্রিট, বসুন্ধরা আর /এ","Bashundhara Residential Area, Dhaka","বসুন্ধরা আর/এ তে ২ বেডরুম (সুসজ্জিত ) সার্ভিসড অ্যাপার্টমেন্ট ভাড়া দেওয়া হবে। রান্নাঘর, টিভি, রেফ্রিজারেটর, ওয়াইফাই, মাইক্রোওয়েভ ওভেন, এ/সি সহ শর্ট-টার্ম রেন্টাল দেওয়া হয় ।
.
সুযোগ সুবিধা:
>টিভি, রেফ্রিজারেটর, এ/সি
>নিরাপত্তা এবং লন্ড্রি সার্ভিস
>প্রতিদিন রুম এবং বাথরুম পরিষ্কার
>ফিল্টার, ওয়াশিং মেশিন, এলপি গ্যাস
>ওয়াইফাই, মাইক্রোওয়েভ ওভেন, গিজার
.
২ বেডরুমের জন্য ক্লিক করুন:
>https://www.youtube.com/watch?v=yp440KIPCvc
>https://www.youtube.com/watch?v=xB_m6tVSiok
.
বুকিং এর জন্য যোগাযোগ করুনঃ
০১৭১২-৫৫৩৫৪৭
০১৯২১০৯৬৮৪৬",Yes,Full Backup,,"Sat, Mar 18, 2023 6:59 PM",Yes,6,1 Slot,Vacant,48000.00 BDT,Residential,806,800,Apartment,https://propertyfinderbd.com/property-details/806,Rent,,,বসুন্ধরা আর/এ তে সুসজ্জিত ফ্ল্যাট  ভাড়া দেওয়া হবে,2
"Thu, Feb 9, 2023 3:15 PM",রামপুরা,"Rampura, Dhaka","রামপুরা বনশ্রী C ব্লক এর পাশে পূর্ব রামপুরা মোল্লাবাড়ি গ্যাস, পানি, বিদ্যুৎসহ ২৩টি সেমিপাকা রুমসহ ৬.২৫ কাঠা জমি জরুরি ভিত্তিতে বিক্রি  করা হবে। বনশ্রী আইডিয়াল স্কুল থেকে ১০ মিনিট ওয়াকিং ডিসট্যান্স। মূল্য ২ কোটি ২০ লক্ষ (ফিক্সড)। ১২ ফিট পাকা রোড। 
বি:দ্র: কেউ যদি ৩.১২ কাঠা মানে মুল জমির অর্ধেক কিনতে চায় তাহলেও যোগাযোগ করার অনুরোধ করা হইল।",,No,,"Thu, Feb 9, 2023 3:19 PM",,,,Vacant,22000000.00 BDT,Land,729,6,Plot,https://propertyfinderbd.com/property-details/729,Sale,,,জরুরী ভিত্তিতে  রামপুরাতে ৬.২৫ কাঠা জমি বিক্রি হবে।,20
"Sat, Mar 4, 2023 1:59 PM",Dhaka-Demra Highway,"Demra, Dhaka","The 127 katha land for sale is situated on the main Dhaka-Demra highway, offering easy access and excellent connectivity to all parts of the city. The area is well-connected with other major highways and roads, making it easy for transportation of goods and materials. The location is also known for its peaceful surroundings, which makes it ideal for a hospital or any other institution;  Additionally, it is an ideal location for a shopping mall, as it is easily accessible by public transport and located in a densely populated area. The land is also suitable for setting up a factory or warehouse. Its strategic location makes it easy to transport goods to other parts of the city. Please contact genuine buyer only",,No,,"Sat, Mar 4, 2023 1:59 PM",,1,,Vacant,600000000.00 BDT,Commercial,774,127,Commercial Plot,https://propertyfinderbd.com/property-details/774,Sale,,,127 Katha commercial plot for sale in a prime location on the Dhaka-Demra highway!,
"Wed, Oct 9, 2019 1:52 PM",Banani,"Banani, Dhaka","2400 sft apartment rent for office at Banani with 3 room, 3 bathroom, kitchen, open floor area, 1 car parking, 24 ours generator & lift facilities,  back-up generator etc. Inside apartment also very bright & airy, please contact only for foreigners office.",,Partial,,"Wed, Oct 9, 2019 1:52 PM",,3,1 Slot,Vacant,130000.00 BDT,Residential,120,2400,Apartment Office,https://propertyfinderbd.com/property-details/120,Rent,,,2400 sqft apartment available for office rent at Banani,3
"Wed, Oct 23, 2019 7:30 AM","Kona Bari, Gazipur","Kona Bari, Gazipur, Dhaka","115000 sqft  7 Storied garments factory building available for rent at Kona Bari, Gazipur. This building is  ACCORD approved and 100% compliance's, Gas facilities also available. Every floor 14,000 sqft  open space with enough toilet for  worker & staff.",Yes,Full Backup,,"Wed, Oct 23, 2019 7:30 AM",Yes,7,10 Slot,Vacant,1800000.00 BDT,Commercial,124,115000,Factory Building,https://propertyfinderbd.com/property-details/124,Rent,,,"115000 sqft garments factory building available for rent at Kona Bari, Gazipur",10
"Sat, Oct 12, 2019 6:29 AM",Banani North,"Banani, Dhaka","2400 sft luxurious brand new furnished apartment rent at Banani North with 3 bedroom, 3 bathroom, build-in wooden cabinet in the all bedrooms & kitchen area, 2 car parking, 24 ours generator & lift facilities, rooftop swimming pool, 100% back-up generator etc.
 Secure location, lake view, calm & quiet area, fully air-conditioned, ceiling fan & light. Inside apartment also very bright & airy, please contact only for foreigners residence.",Yes,Partial,,"Sat, Oct 12, 2019 6:29 AM",Yes,9,2 Slot,Vacant,125000.00 BDT,Residential,122,2400,Apartment,https://propertyfinderbd.com/property-details/122,Rent,Yes,,2400 sqft Brand New Luxurious Full Furnished Apartment Rent At Banani,3
"Fri, Oct 11, 2019 6:17 AM",Gulshan,"Gulshan, Dhaka","1500 sft apartment rent for office at Banani with 3 room, 3 bathroom, kitchen, open floor area, 1 car parking, 24 ours generator & lift facilities, back-up generator etc. Inside apartment also very bright & airy, please contact only for foreigners office.",,Partial,,"Fri, Oct 11, 2019 6:17 AM",Yes,6,1 Slot,Vacant,55000.00 BDT,Residential,121,1500,Apartment Office,https://propertyfinderbd.com/property-details/121,Rent,,,1500 Sqft Office Space Available For Rent at Gulshan,3
"Tue, Oct 29, 2019 9:45 PM","PLOT NO.19, Road NO.04, SEC-07, PALLABI, MIRPUR, DHAKA-1216","Mirpur, Dhaka","Looking for tenant to rent factory space (garments is preferred) located at Mirpur 7 Industrial Area, Dhaka.

Total Factory Space: 15825 Square Feet (5 storied building)

Building structure is approved by ACCORD (green status).

Have emergency stairs, water, electricity and other facilities.

Rent: BDT 20 per Sqf

Available from 1st January, 2020.

Advance amount will be determined upon discussion.",Yes,,,"Sat, Nov 30, 2019 5:03 AM",,6,,Hired,316500.00 BDT,Commercial,126,15825,Factory Building,https://propertyfinderbd.com/property-details/126,Rent,,,15825 Sqf Factory Space for Rent at Mirpur 7 Industrial Area,
"Thu, Nov 28, 2019 7:08 AM",Gulshan,"Gulshan, Dhaka","The property, located at Gulshan two, is a standalone building, constructed of brick, with 6 floors and 15,000 square feet in size. The interior floors are mouzaik, and walls are constructed of brick. There are 15 bedrooms and three bathrooms, Every floor 3000 sqft with 3bedroom, 3bathroom, drawing , dining and kitchen area. Total 10 car parking, lift, generator etc.
Please call only for foreign, NGO or corporate  office.",,Partial,,"Thu, Nov 28, 2019 7:08 AM",Yes,6,10 Slot,Vacant,900000.00 BDT,Residential,127,15000,Building,https://propertyfinderbd.com/property-details/127,Rent,Yes,,15000 sft 6 story independent house rent for office at Gulshan 2,12
